"";"OldVernacular";"OldScientificName";"Oldgenus";"Oldspecies";"TreeID";"SampleID";"RDMC";"RootAverageLenght";"RSL";"BarkTh";"PetioleL";"LeafThickness";"LeafArea";"FreshWeight";"DryWeight";"LDMC";"SLA";"Dispers";"Deciduousness";"SPAD";"Filled";"Operator";"Rootdryweight";"Rootfreshweight";"RootsArea";"RSA";"field_name";"genus";"species";"MeanDBH";"N";"Roots_length";"meanWD";"sdWD";"levelWD";"nInd";"family"
"377";"Tulipier du Gabon";"Spathodea campanulata";"Spathodea";"campanulata";"C";"2";223,312883435583;NA;0,185827005494506;1,1;4,7;0,2;33787;5,02;1182;235,46;28,5846023688663;"3";"2";38,8;NA;"Vincyane";364;1,63;1385,321;3,80582692307692;"tulipier.du.gabon";"Spathodea";"campanulata";167,256097560976;82;67,64103;0,3505;0,0708232617216773;"species";4;"Bignoniaceae"
"378";"Tulipier du Gabon";"Spathodea campanulata";"Spathodea";"campanulata";"C";"3";302,631578947368;NA;0,650278695652174;1,65;4,9;0,3;43923;6,87;1636;238,14;26,8477995110024;"3";"2";38;NA;"Vincyane";115;0,38;618,263;5,3762;"tulipier.du.gabon";"Spathodea";"campanulata";167,256097560976;82;74,78205;0,3505;0,0708232617216773;"species";4;"Bignoniaceae"
"379";"Bosse";"Guarea cedrata";"Guarea";"cedrata";"A";"1";527,551020408163;NA;0,237985415860735;0,53;6,3;0,4;83208;16,67;7163;429,69;11,6163618595561;"3";"2";62,4;NA;"Vincyane";517;0,98;1197,213;2,31569245647969;"bosse";"Guarea";"cedrata";393,911764705882;34;123,03846;0,607288888888889;0,0941339098036177;"genus";15;"Meliaceae"
"380";"Bosse";"Guarea cedrata";"Guarea";"cedrata";"A";"2";509,230769230769;NA;0,450964425981873;0,57;9,1;0,2;90330;17,63;7530;427,11;11,996015936255;"3";"2";65,6;NA;"Vincyane";662;1,3;3048,289;4,60466616314199;"bosse";"Guarea";"cedrata";393,911764705882;34;298,53845;0,607288888888889;0,0941339098036177;"genus";15;"Meliaceae"
"381";"Bosse";"Guarea cedrata";"Guarea";"cedrata";"A";"3";437,837837837838;NA;0,54392212962963;0,59;13,8;0,5;105148;22,23;8010;360,32;13,1270911360799;"3";"2";57,6;NA;"Vincyane";324;0,74;1544,096;4,76572839506173;"bosse";"Guarea";"cedrata";393,911764705882;34;176,23077;0,607288888888889;0,0941339098036177;"genus";15;"Meliaceae"
"382";"Bosse";"Guarea cedrata";"Guarea";"cedrata";"B";"1";424,657534246575;NA;0,392679903225806;0,47;6,8;0,3;38851;7,51;2343;311,98;16,5817328211694;"3";"2";43,7;NA;"Vincyane";310;0,73;1254,326;4,04621290322581;"bosse";"Guarea";"cedrata";393,911764705882;34;121,73077;0,607288888888889;0,0941339098036177;"genus";15;"Meliaceae"
"383";"Bosse";"Guarea cedrata";"Guarea";"cedrata";"B";"2";378,102189781022;NA;0,20770221042471;0,49;4,5;0,4;77338;14,78;4616;312,31;16,7543327556326;"3";"2";31,3;NA;"Vincyane";518;1,37;1667,86;3,21980694980695;"bosse";"Guarea";"cedrata";393,911764705882;34;107,589745;0,607288888888889;0,0941339098036177;"genus";15;"Meliaceae"
"384";"Bosse";"Guarea cedrata";"Guarea";"cedrata";"B";"3";355,371900826446;NA;0,492605837209302;0,5;6,1;0,5;101775;17,8;8208;461,12;12,3994883040936;"3";"2";53;NA;"Vincyane";430;1,21;2304,643;5,35963488372093;"bosse";"Guarea";"cedrata";393,911764705882;34;211,82051;0,607288888888889;0,0941339098036177;"genus";15;"Meliaceae"
"385";"Bosse";"Guarea cedrata";"Guarea";"cedrata";"C";"1";407,975460122699;NA;0,29514169924812;0,87;2,3;0,4;41027;9,25;3046;329,3;13,4691398555483;"3";"2";42;NA;"Vincyane";665;1,63;2032,018;3,05566616541353;"bosse";"Guarea";"cedrata";393,911764705882;34;196,26923;0,607288888888889;0,0941339098036177;"genus";15;"Meliaceae"
"386";"Bosse";"Guarea cedrata";"Guarea";"cedrata";"C";"2";292,233009708738;NA;0,390620996677741;0,97;2,2;0,4;36368;6,9;2618;379,42;13,8915202444614;"3";"2";42,2;NA;"Vincyane";301;1,03;1292,216;4,29307641196013;"bosse";"Guarea";"cedrata";393,911764705882;34;117,57692;0,607288888888889;0,0941339098036177;"genus";15;"Meliaceae"
"387";"Bosse";"Guarea cedrata";"Guarea";"cedrata";"C";"3";452,380952380952;NA;0,308142140350877;0,84;2,5;0,2;39639;7,17;2775;387,03;14,2843243243243;"3";"2";46,8;NA;"Vincyane";285;0,63;1026,889;3,60311929824561;"bosse";"Guarea";"cedrata";393,911764705882;34;87,82051;0,607288888888889;0,0941339098036177;"genus";15;"Meliaceae"
"388";"Gaouo";"Pseudocinchona pachyceras";"Pseudocinchona";"pachyceras";"D";"1";375;NA;0,5308547;0,43;2,3;0,3;10255;1,81;843;465,75;12,1648873072361;"3";"2";49,5;NA;"Vincyane";300;0,8;1361,305;4,53768333333333;"gaouo";"Corynanthe";"pachyceras";228,741379310345;58;159,25641;0,672333333333333;0,0708232617216773;"species";3;"Rubiaceae"
"389";"Gaouo";"Pseudocinchona pachyceras";"Pseudocinchona";"pachyceras";"D";"2";396,296296296296;NA;0,616822429906542;0,28;1,7;0,3;4084;0,76;307;403,95;13,3029315960912;"3";"2";55,1;NA;"Vincyane";107;0,27;561,886;5,25127102803738;"gaouo";"Corynanthe";"pachyceras";228,741379310345;58;66;0,672333333333333;0,0708232617216773;"species";3;"Rubiaceae"
"390";"Gaouo";"Pseudocinchona pachyceras";"Pseudocinchona";"pachyceras";"D";"3";430,434782608696;NA;0,877233838383838;0,5;1,7;0,3;5253;0,89;397;446,07;13,2317380352645;"3";"2";47,8;NA;"Vincyane";99;0,23;627,539;6,33877777777778;"gaouo";"Corynanthe";"pachyceras";228,741379310345;58;86,84615;0,672333333333333;0,0708232617216773;"species";3;"Rubiaceae"
"391";"Fara";"Stereospermum acuminatissimum";"Stereospermum";"acuminatissimum";"A";"1";279,775280898876;NA;0,335650281124498;0,9;9,5;0,2;29139;3,32;963;290,06;30,2585669781931;"2";"1.5";52,1;NA;"Vincyane";249;0,89;1052,427;4,22661445783132;"fara";"Stereospermum";"acuminatissimum";188,372093023256;129;83,57692;0,65975;0,0941339098036177;"genus";10;"Bignoniaceae"
"392";"Fara";"Stereospermum acuminatissimum";"Stereospermum";"acuminatissimum";"A";"2";315,533980582524;NA;0,343392492307692;0,78;8,1;0,2;33698;4,93;1473;298,78;22,877121520706;"2";"1.5";57,4;NA;"Vincyane";325;1,03;1390,033;4,27702461538462;"fara";"Stereospermum";"acuminatissimum";188,372093023256;129;111,60256;0,65975;0,0941339098036177;"genus";10;"Bignoniaceae"
"393";"Fara";"Stereospermum acuminatissimum";"Stereospermum";"acuminatissimum";"A";"3";289,473684210526;NA;0,207365970909091;0,69;7,5;0,2;34644;4,9;1531;312,45;22,6283474853037;"2";"1.5";55,8;NA;"Vincyane";275;0,95;868,818;3,15933818181818;"fara";"Stereospermum";"acuminatissimum";188,372093023256;129;57,025642;0,65975;0,0941339098036177;"genus";10;"Bignoniaceae"
"394";"Fara";"Stereospermum acuminatissimum";"Stereospermum";"acuminatissimum";"B";"1";337,837837837838;NA;0,500205136;0,53;7,7;0,3;29507;4,04;1326;328,22;22,2526395173454;"2";"1.5";42,9;NA;"Vincyane";125;0,37;612,161;4,897288;"fara";"Stereospermum";"acuminatissimum";188,372093023256;129;62,525642;0,65975;0,0941339098036177;"genus";10;"Bignoniaceae"
"395";"Fara";"Stereospermum acuminatissimum";"Stereospermum";"acuminatissimum";"B";"2";337,142857142857;NA;1,01618860169492;0,58;7;0,2;22353;3,25;1091;335,69;20,4885426214482;"2";"1.5";52,7;NA;"Vincyane";118;0,35;844,327;7,15531355932203;"fara";"Stereospermum";"acuminatissimum";188,372093023256;129;119,910255;0,65975;0,0941339098036177;"genus";10;"Bignoniaceae"
"396";"Fara";"Stereospermum acuminatissimum";"Stereospermum";"acuminatissimum";"B";"3";321,739130434783;NA;1,06133054054054;0,78;7,5;0,2;21899;3,73;1348;361,39;16,2455489614243;"2";"1.5";54,3;NA;"Vincyane";74;0,23;584,038;7,89240540540541;"fara";"Stereospermum";"acuminatissimum";188,372093023256;129;78,53846;0,65975;0,0941339098036177;"genus";10;"Bignoniaceae"
"397";"Fara";"Stereospermum acuminatissimum";"Stereospermum";"acuminatissimum";"C";"1";381,25;NA;0,681378721311475;0,58;5,7;0,2;20486;2,9;707;243,79;28,975954738331;"2";"1.5";49,6;NA;"Vincyane";61;0,16;337,328;5,52996721311475;"fara";"Stereospermum";"acuminatissimum";188,372093023256;129;41,564102;0,65975;0,0941339098036177;"genus";10;"Bignoniaceae"
"398";"Fara";"Stereospermum acuminatissimum";"Stereospermum";"acuminatissimum";"C";"2";280,952380952381;NA;0,439482830508475;0,51;5,3;0,2;16010;2,45;672;274,29;23,8244047619048;"2";"1.5";35;NA;"Vincyane";118;0,42;548,144;4,64528813559322;"fara";"Stereospermum";"acuminatissimum";188,372093023256;129;51,858974;0,65975;0,0941339098036177;"genus";10;"Bignoniaceae"
"399";"Fara";"Stereospermum acuminatissimum";"Stereospermum";"acuminatissimum";"C";"3";329,62962962963;NA;0,737827685393258;0,52;7;0,2;14092;1,56;484;310,26;29,1157024793388;"2";"1.5";33,4;NA;"Vincyane";89;0,27;550,516;6,18557303370786;"fara";"Stereospermum";"acuminatissimum";188,372093023256;129;65,666664;0,65975;0,0941339098036177;"genus";10;"Bignoniaceae"
"400";"Ouindo";"Lasiodiscus mildbraedii";"Lasiodiscus";"mildbraedii";"A";"1";746,153846153846;NA;1,70407092783505;0,39;0,8;0,2;4909;0,51;255;500;19,2509803921569;"3";"2";52,6;NA;"Vincyane";97;0,13;651,572;6,71723711340206;"ouindo";"Lasiodiscus";"mildbraedii";135,343575418994;358;165,29488;0,784;0,0941339098036177;"genus";1;"Rhamnaceae"
"401";"Ouindo";"Lasiodiscus mildbraedii";"Lasiodiscus";"mildbraedii";"A";"2";692,424242424242;NA;0,724008315098468;0,53;0,7;0,3;6313;0,9;481;534,44;13,1247401247401;"3";"2";58,3;NA;"Vincyane";457;0,66;1775,133;3,88431728665208;"ouindo";"Lasiodiscus";"mildbraedii";135,343575418994;358;330,8718;0,784;0,0941339098036177;"genus";1;"Rhamnaceae"
"402";"Ouindo";"Lasiodiscus mildbraedii";"Lasiodiscus";"mildbraedii";"A";"3";685,714285714286;NA;0,293447291666667;0,32;1,1;0,2;9823;1,12;479;427,68;20,5073068893528;"3";"2";52,3;NA;"Vincyane";144;0,21;337,246;2,34198611111111;"ouindo";"Lasiodiscus";"mildbraedii";135,343575418994;358;42,25641;0,784;0,0941339098036177;"genus";1;"Rhamnaceae"
"403";"Ouindo";"Lasiodiscus mildbraedii";"Lasiodiscus";"mildbraedii";"B";"1";670,588235294118;NA;0,483974342105263;0,27;0,9;0,2;2682;0,3;136;453,33;19,7205882352941;"3";"2";53,9;NA;"Vincyane";228;0,34;659,785;2,89379385964912;"ouindo";"Lasiodiscus";"mildbraedii";135,343575418994;358;110,34615;0,784;0,0941339098036177;"genus";1;"Rhamnaceae"
"404";"Ouindo";"Lasiodiscus mildbraedii";"Lasiodiscus";"mildbraedii";"B";"2";595,774647887324;NA;0,48496695035461;0,49;0,8;0,2;4275;0,5;216;432;19,7916666666667;"3";"2";51,3;NA;"Vincyane";423;0,71;1308,396;3,09313475177305;"ouindo";"Lasiodiscus";"mildbraedii";135,343575418994;358;205,14102;0,784;0,0941339098036177;"genus";1;"Rhamnaceae"
"405";"Ouindo";"Lasiodiscus mildbraedii";"Lasiodiscus";"mildbraedii";"B";"3";713,333333333333;NA;0,754792663551402;0,44;0,8;0,2;3536;0,44;203;461,36;17,4187192118227;"3";"2";59,1;NA;"Vincyane";214;0,3;823,648;3,84882242990654;"ouindo";"Lasiodiscus";"mildbraedii";135,343575418994;358;161,52563;0,784;0,0941339098036177;"genus";1;"Rhamnaceae"
"406";"Ouindo";"Lasiodiscus mildbraedii";"Lasiodiscus";"mildbraedii";"C";"1";845;NA;1,12380520710059;0,28;0,6;0,3;7223;0,78;396;507,69;18,239898989899;"3";"2";55,4;NA;"Vincyane";169;0,2;860,098;5,08933727810651;"ouindo";"Lasiodiscus";"mildbraedii";135,343575418994;358;189,92308;0,784;0,0941339098036177;"genus";1;"Rhamnaceae"
"407";"Ouindo";"Lasiodiscus mildbraedii";"Lasiodiscus";"mildbraedii";"C";"2";632,258064516129;NA;0,476321275510204;0,36;0,5;0,4;7668;0,88;375;426,14;20,448;"3";"2";57,7;NA;"Vincyane";196;0,31;641,462;3,27276530612245;"ouindo";"Lasiodiscus";"mildbraedii";135,343575418994;358;93,35897;0,784;0,0941339098036177;"genus";1;"Rhamnaceae"
"408";"Ouindo";"Lasiodiscus mildbraedii";"Lasiodiscus";"mildbraedii";"C";"3";725;NA;0,742926609195402;0,31;1;0,2;8895;0,92;369;401,09;24,1056910569106;"3";"2";42,4;NA;"Vincyane";174;0,24;640,677;3,68205172413793;"ouindo";"Lasiodiscus";"mildbraedii";135,343575418994;358;129,26923;0,784;0,0941339098036177;"genus";1;"Rhamnaceae"
"409";"Tuibesso";"Baphia bancoensis";"Baphia";"bancoensis";"A";"1";538,095238095238;NA;0,408214194690265;0,4;1,1;0,1;3502;0,43;181;420,93;19,3480662983425;"1";"2";53,6;NA;"Vincyane";113;0,21;352,592;3,12028318584071;"tuibesso";"Baphia";"bancoensis";139,369731800766;522;46,128204;0,772;0,0941339098036177;"genus";2;"Fabaceae"
"410";"Tuibesso";"Baphia bancoensis";"Baphia";"bancoensis";"A";"2";663,636363636364;NA;0,970846520547945;0,3;0,9;0,2;3676;0,38;160;421,05;22,975;"1";"2";47,7;NA;"Vincyane";73;0,11;340,044;4,65813698630137;"tuibesso";"Baphia";"bancoensis";139,369731800766;522;70,871796;0,772;0,0941339098036177;"genus";2;"Fabaceae"
"411";"Tuibesso";"Baphia bancoensis";"Baphia";"bancoensis";"A";"3";700;NA;1,004884;0,35;1;0,2;4215;0,48;196;408,33;21,5051020408163;"1";"2";55,3;NA;"Vincyane";42;0,06;235,029;5,59592857142857;"tuibesso";"Baphia";"bancoensis";139,369731800766;522;42,205128;0,772;0,0941339098036177;"genus";2;"Fabaceae"
"412";"Tuibesso";"Baphia bancoensis";"Baphia";"bancoensis";"B";"1";492;NA;0,384615390243902;0,43;1,5;0,2;3957;0,48;223;464,58;17,7443946188341;"1";"2";54,6;NA;"Vincyane";123;0,25;340,437;2,76778048780488;"tuibesso";"Baphia";"bancoensis";139,369731800766;522;47,307693;0,772;0,0941339098036177;"genus";2;"Fabaceae"
"413";"Tuibesso";"Baphia bancoensis";"Baphia";"bancoensis";"B";"2";490;NA;0,677917346938776;0,38;1,3;0,1;4475;0,5;226;452;19,8008849557522;"1";"2";53,6;NA;"Vincyane";49;0,1;199,2;4,06530612244898;"tuibesso";"Baphia";"bancoensis";139,369731800766;522;33,21795;0,772;0,0941339098036177;"genus";2;"Fabaceae"
"414";"Tuibesso";"Baphia bancoensis";"Baphia";"bancoensis";"B";"3";492,592592592593;NA;0,371891278195489;0,38;1,3;0,2;6470;0,75;333;444;19,4294294294294;"1";"2";58,4;NA;"Vincyane";133;0,27;382,76;2,87789473684211;"tuibesso";"Baphia";"bancoensis";139,369731800766;522;49,46154;0,772;0,0941339098036177;"genus";2;"Fabaceae"
"415";"Tuibesso";"Baphia bancoensis";"Baphia";"bancoensis";"C";"1";462,5;NA;1,42723494594595;0,34;1;0,2;2879;0,27;108;400;26,6574074074074;"1";"2";49,3;NA;"Vincyane";37;0,08;231,282;6,25086486486487;"tuibesso";"Baphia";"bancoensis";139,369731800766;522;52,807693;0,772;0,0941339098036177;"genus";2;"Fabaceae"
"416";"Tuibesso";"Baphia bancoensis";"Baphia";"bancoensis";"C";"2";458,333333333333;NA;0,859673636363636;0,37;0,8;0,2;3649;0,32;138;431,25;26,4420289855072;"1";"2";49,5;NA;"Vincyane";55;0,12;267,553;4,8646;"tuibesso";"Baphia";"bancoensis";139,369731800766;522;47,28205;0,772;0,0941339098036177;"genus";2;"Fabaceae"
"417";"Tuibesso";"Baphia bancoensis";"Baphia";"bancoensis";"C";"3";566,666666666667;NA;0,438461529411765;0,39;0,9;0,2;3912;0,43;170;395,35;23,0117647058824;"1";"2";46,6;NA;"Vincyane";85;0,15;259,863;3,05721176470588;"tuibesso";"Baphia";"bancoensis";139,369731800766;522;37,26923;0,772;0,0941339098036177;"genus";2;"Fabaceae"
"418";"Baimbrou";"Diospyros canaliculata";"Diospyros";"canaliculata";"A";"1";505,172413793103;NA;0,506388395904437;0,24;1;0,3;8605;1,6;698;436,25;12,3280802292264;"3";"2";64,1;NA;"Vincyane";293;0,58;1254,048;4,28002730375427;"baimbrou";"Diospyros";"canaliculata";155,005128205128;195;148,3718;0,683275126262626;0,0941339098036177;"genus";132;"Ebenaceae"
"419";"Baimbrou";"Diospyros canaliculata";"Diospyros";"canaliculata";"A";"2";620,588235294118;NA;0,43954308056872;0,32;1,2;0,2;6071;1,01;438;433,66;13,8607305936073;"3";"2";66,3;NA;"Vincyane";211;0,34;684,342;3,24332701421801;"baimbrou";"Diospyros";"canaliculata";155,005128205128;195;92,74359;0,683275126262626;0,0941339098036177;"genus";132;"Ebenaceae"
"420";"Baimbrou";"Diospyros canaliculata";"Diospyros";"canaliculata";"A";"3";581,818181818182;NA;0,588341328125;0,22;1,1;0,2;9965;1,7;798;469,41;12,4874686716792;"3";"2";76,4;NA;"Vincyane";128;0,22;570,525;4,4572265625;"baimbrou";"Diospyros";"canaliculata";155,005128205128;195;75,30769;0,683275126262626;0,0941339098036177;"genus";132;"Ebenaceae"
"421";"Baimbrou";"Diospyros canaliculata";"Diospyros";"canaliculata";"B";"1";555,913978494624;NA;0,271760154738878;0,39;1,3;0,3;9624;2,05;1157;564,39;8,3180639585134;"3";"2";75,9;NA;"Vincyane";517;0,93;1498,778;2,89899032882012;"baimbrou";"Diospyros";"canaliculata";155,005128205128;195;140,5;0,683275126262626;0,0941339098036177;"genus";132;"Ebenaceae"
"422";"Baimbrou";"Diospyros canaliculata";"Diospyros";"canaliculata";"B";"2";460,31746031746;NA;0,724889448275862;0,41;1,4;0,3;10822;2,41;1195;495,85;9,05606694560669;"3";"2";76,4;NA;"Vincyane";290;0,63;1488,03;5,13113793103448;"baimbrou";"Diospyros";"canaliculata";155,005128205128;195;210,21794;0,683275126262626;0,0941339098036177;"genus";132;"Ebenaceae"
"423";"Baimbrou";"Diospyros canaliculata";"Diospyros";"canaliculata";"B";"3";688,524590163934;NA;0,249236880952381;0,39;1,3;0,2;12544;2,2;1079;490,45;11,6255792400371;"3";"2";75,4;NA;"Vincyane";420;0,61;1064,468;2,53444761904762;"baimbrou";"Diospyros";"canaliculata";155,005128205128;195;104,67949;0,683275126262626;0,0941339098036177;"genus";132;"Ebenaceae"
"424";"Baimbrou";"Diospyros canaliculata";"Diospyros";"canaliculata";"C";"1";473,728813559322;NA;0,458167084078712;0,41;1,2;0,2;9129;1,68;735;437,5;12,4204081632653;"3";"2";59,7;NA;"Vincyane";559;1,18;2189,042;3,91599642218247;"baimbrou";"Diospyros";"canaliculata";155,005128205128;195;256,1154;0,683275126262626;0,0941339098036177;"genus";132;"Ebenaceae"
"425";"Baimbrou";"Diospyros canaliculata";"Diospyros";"canaliculata";"C";"2";475,471698113208;NA;0,532305634920635;0,4;1,1;0,2;9459;1,77;781;441,24;12,1113956466069;"3";"2";67,9;NA;"Vincyane";252;0,53;1095,895;4,34878968253968;"baimbrou";"Diospyros";"canaliculata";155,005128205128;195;134,14102;0,683275126262626;0,0941339098036177;"genus";132;"Ebenaceae"
"426";"Baimbrou";"Diospyros canaliculata";"Diospyros";"canaliculata";"C";"3";376,415094339623;NA;0,661814837092732;0,41;1,3;0,3;14540;3,08;1487;482,79;9,77807666442502;"3";"2";73,1;NA;"Vincyane";399;1,06;2034,358;5,09864160401002;"baimbrou";"Diospyros";"canaliculata";155,005128205128;195;264,06412;0,683275126262626;0,0941339098036177;"genus";132;"Ebenaceae"
"427";"Kamaia";"Dictyandra arborescens";"Dictyandra";"arborescens";"A";"1";355,555555555556;NA;1,80188296875;0,47;2,9;0,4;5988;0,88;345;392,05;17,3565217391304;"3";NA;61,7;NA;"Vincyane";64;0,18;641,74;10,0271875;"kamaia";"Morelia";"senegalensis";154,265734265734;143;115,32051;0,63736886786531;0,123401724247162;"family";89;"Rubiaceae"
"428";"Kamaia";"Dictyandra arborescens";"Dictyandra";"arborescens";"A";"2";400;NA;0,932692333333333;0,38;2,9;0,2;7617;1,32;557;421,97;13,6750448833034;"3";NA;54,9;NA;"Vincyane";60;0,15;364,715;6,07858333333333;"kamaia";"Morelia";"senegalensis";154,265734265734;143;55,96154;0,63736886786531;0,123401724247162;"family";89;"Rubiaceae"
"429";"Kamaia";"Dictyandra arborescens";"Dictyandra";"arborescens";"A";"3";356,521739130435;NA;1,26078792682927;0,37;2,3;0,2;4897;0,85;408;480;12,0024509803922;"3";NA;60,2;NA;"Vincyane";82;0,23;634,263;7,73491463414634;"kamaia";"Morelia";"senegalensis";154,265734265734;143;103,38461;0,63736886786531;0,123401724247162;"family";89;"Rubiaceae"
"430";"Kamaia";"Dictyandra arborescens";"Dictyandra";"arborescens";"B";"1";392,682926829268;NA;0,93717149068323;0,51;2,7;0,2;5957;0,95;480;505,26;12,4104166666667;"3";NA;61;NA;"Vincyane";161;0,41;978,79;6,07944099378882;"kamaia";"Morelia";"senegalensis";154,265734265734;143;150,88461;0,63736886786531;0,123401724247162;"family";89;"Rubiaceae"
"431";"Kamaia";"Dictyandra arborescens";"Dictyandra";"arborescens";"B";"2";481,818181818182;NA;0,694484773584906;0,55;2,7;0,3;5923;1,3;673;517,69;8,80089153046062;"3";NA;72,8;NA;"Vincyane";53;0,11;222,235;4,19311320754717;"kamaia";"Morelia";"senegalensis";154,265734265734;143;36,807693;0,63736886786531;0,123401724247162;"family";89;"Rubiaceae"
"432";"Kamaia";"Dictyandra arborescens";"Dictyandra";"arborescens";"B";"3";385,714285714286;NA;1,33380814814815;0,5;2,5;0,2;7162;1,4;706;504,29;10,1444759206799;"3";NA;70,3;NA;"Vincyane";54;0,14;394,163;7,29931481481481;"kamaia";"Morelia";"senegalensis";154,265734265734;143;72,02564;0,63736886786531;0,123401724247162;"family";89;"Rubiaceae"
"433";"Kamaia";"Dictyandra arborescens";"Dictyandra";"arborescens";"C";"1";409,52380952381;NA;0,984794302325582;0,3;3;0,2;6592;1,31;706;538,93;9,3371104815864;"3";NA;68;NA;"Vincyane";86;0,21;541,224;6,2933023255814;"kamaia";"Morelia";"senegalensis";154,265734265734;143;84,69231;0,63736886786531;0,123401724247162;"family";89;"Rubiaceae"
"434";"Kamaia";"Dictyandra arborescens";"Dictyandra";"arborescens";"C";"2";441,666666666667;NA;0,711296603773585;0,29;2,4;0,2;7162;1,51;815;539,74;8,78773006134969;"3";NA;71,6;NA;"Vincyane";106;0,24;576,97;5,44311320754717;"kamaia";"Morelia";"senegalensis";154,265734265734;143;75,39744;0,63736886786531;0,123401724247162;"family";89;"Rubiaceae"
"435";"Kamaia";"Dictyandra arborescens";"Dictyandra";"arborescens";"C";"3";337,121212121212;NA;1,19406505617978;0,3;2;0,2;10224;1,72;858;498,84;11,9160839160839;"3";NA;61,1;NA;"Vincyane";445;1,32;3424,309;7,69507640449438;"kamaia";"Morelia";"senegalensis";154,265734265734;143;531,35895;0,63736886786531;0,123401724247162;"family";89;"Rubiaceae"
