"";"OldVernacular";"OldScientificName";"Oldgenus";"Oldspecies";"TreeID";"SampleID";"RDMC";"RootAverageLenght";"RSL";"BarkTh";"PetioleL";"LeafThickness";"LeafArea";"FreshWeight";"DryWeight";"LDMC";"SLA";"Dispers";"Deciduousness";"SPAD";"Filled";"Operator";"Rootdryweight";"Rootfreshweight";"RootsArea";"RSA";"field_name";"genus";"species";"MeanDBH";"N";"Roots_length";"meanWD";"sdWD";"levelWD";"nInd";"family"
"1";"Acajou blanc";"Khaya anthotheca";"Khaya";"anthotheca";"A";"1";437,828371278459;4,994;0,21859888;0,54;28,8;0,27;189342;33,44;27510;822,79;6,88266085059978;"2";"1.5";65,7;"0";"Marco";750;1,713;1914,091;2,55212133333333;"acajou.blanc";"Khaya";"anthotheca";321,564356435644;101;163,94916;0,490636363636364;0,0708232617216773;"species";11;"Meliaceae"
"2";"Acajou blanc";"Khaya anthotheca";"Khaya";"anthotheca";"A";"2";454,89006823351;5,215;0,248042761904762;0,5;25,7;0,27;93819;18,75;12280;654,93;7,63998371335505;"2";"1.5";60,9;"0";"Marco";420;0,9233;1213,265;2,88872619047619;"acajou.blanc";"Khaya";"anthotheca";321,564356435644;101;104,17796;0,490636363636364;0,0708232617216773;"species";11;"Meliaceae"
"3";"Acajou blanc";"Khaya anthotheca";"Khaya";"anthotheca";"A";"3";476,610767872904;3,647;0,417325777777778;0,52;32,5;0,24;81490;12,14;8570;705,93;9,50875145857643;"2";"1.5";66;"0";"Marco";270;0,5665;1043,786;3,86587407407407;"acajou.blanc";"Khaya";"anthotheca";321,564356435644;101;112,67796;0,490636363636364;0,0708232617216773;"species";11;"Meliaceae"
"4";"Acajou blanc";"Khaya anthotheca";"Khaya";"anthotheca";"B";"1";489,784494822278;2,591;0,262348685714286;0,61;16,6;0,25;58702;8,78;6610;752,85;8,88078668683812;"2";"1.5";40,8;"0";"Marco";350;0,7146;1086,005;3,10287142857143;"acajou.blanc";"Khaya";"anthotheca";321,564356435644;101;91,82204;0,490636363636364;0,0708232617216773;"species";11;"Meliaceae"
"5";"Acajou blanc";"Khaya anthotheca";"Khaya";"anthotheca";"B";"2";487,634970393591;3,43;0,245066589285714;0,78;24,1;0,24;134384;18,51;12720;687,38;10,5647798742138;"2";"1.5";37;"0";"Marco";280;0,5742;883,206;3,15430714285714;"acajou.blanc";"Khaya";"anthotheca";321,564356435644;101;68,618645;0,490636363636364;0,0708232617216773;"species";11;"Meliaceae"
"6";"Acajou blanc";"Khaya anthotheca";"Khaya";"anthotheca";"B";"3";458,225141286085;2,55;0,2704096;0,7;21,3;0,23;106235;15,84;11130;702,87;9,54492362982929;"2";"1.5";38,8;"0";"Marco";600;1,3094;1939,014;3,23169;"acajou.blanc";"Khaya";"anthotheca";321,564356435644;101;162,24576;0,490636363636364;0,0708232617216773;"species";11;"Meliaceae"
"7";"Acajou blanc";"Khaya anthotheca";"Khaya";"anthotheca";"C";"1";441,860465116279;3,231;0,412756473684211;0,54;12,8;0,26;54273;8,86;6325;713,88;8,58071146245059;"2";"1.5";33;"0";"Marco";190;0,43;873,515;4,59744736842105;"acajou.blanc";"Khaya";"anthotheca";321,564356435644;101;78,42373;0,490636363636364;0,0708232617216773;"species";11;"Meliaceae"
"8";"Acajou blanc";"Khaya anthotheca";"Khaya";"anthotheca";"C";"2";389,830508474576;3,707;0,357037586956522;0,56;14,7;0,29;80405;13,41;8495;633,72;9,46497939964685;"2";"1.5";25,2;"0";"Marco";230;0,59;842,963;3,66505652173913;"acajou.blanc";"Khaya";"anthotheca";321,564356435644;101;82,118645;0,490636363636364;0,0708232617216773;"species";11;"Meliaceae"
"9";"Acajou blanc";"Khaya anthotheca";"Khaya";"anthotheca";"C";"3";250;5,534;0,523022583333333;0,53;13,9;0,28;112911;20,36;10530;517,19;10,722792022792;"2";"1.5";26,1;"0";"Marco";60;0,24;311,521;5,19201666666667;"acajou.blanc";"Khaya";"anthotheca";321,564356435644;101;31,381355;0,490636363636364;0,0708232617216773;"species";11;"Meliaceae"
"10";"Ako";"Antiaris africana";"Antiaris";"africana";"A";"1";332,970916009785;3,203;0,554911775510204;2,2;0,9;0,53;6318;1,16;860;740,42;7,34651162790698;"3";"1";49,7;"0";"Marco";490;1,4716;2498,887;5,0997693877551;"ako";"Antiaris";"toxicaria";175,712328767123;365;271,90677;0,383052631578947;0,0708232617216773;"species";19;"Moraceae"
"11";"Ako";"Antiaris africana";"Antiaris";"africana";"A";"2";361,44578313253;3,089;0,476239814814815;1,9;0,4;0,63;7145;1,45;1060;732,5;6,74056603773585;"3";"1";47,4;"0";"Marco";270;0,747;1344,164;4,97838518518518;"ako";"Antiaris";"toxicaria";175,712328767123;365;128,58475;0,383052631578947;0,0708232617216773;"species";19;"Moraceae"
"12";"Ako";"Antiaris africana";"Antiaris";"africana";"A";"3";404,040404040404;2,428;0,98241525;1,8;0,8;0,49;7078;1,38;1020;741,82;6,93921568627451;"3";"1";53,6;"0";"Marco";80;0,198;535,393;6,6924125;"ako";"Antiaris";"toxicaria";175,712328767123;365;78,59322;0,383052631578947;0,0708232617216773;"species";19;"Moraceae"
"13";"Ako";"Antiaris africana";"Antiaris";"africana";"B";"1";218,597612241466;2,657;0,832268584615385;1;1,4;0,59;12482;2,77;1084,3;391,93;11,5115742875588;"3";"1";43,9;"0";"Marco";130;0,5947;1127,505;8,67311538461539;"ako";"Antiaris";"toxicaria";175,712328767123;365;108,194916;0,383052631578947;0,0708232617216773;"species";19;"Moraceae"
"14";"Ako";"Antiaris africana";"Antiaris";"africana";"B";"2";276,283263050749;3,02;0,556868863157895;0,83;0,7;0,55;5041;1,54;632;409,5;7,97626582278481;"3";"1";45,9;"0";"Marco";190;0,6877;1152,798;6,06735789473684;"ako";"Antiaris";"toxicaria";175,712328767123;365;105,805084;0,383052631578947;0,0708232617216773;"species";19;"Moraceae"
"15";"Ako";"Antiaris africana";"Antiaris";"africana";"B";"3";278,481012658228;2,816;0,501386745454545;0,9;0,8;0,49;3858;1,14;418,7;366,18;9,21423453546692;"3";"1";45,2;"0";"Marco";220;0,79;1160,099;5,27317727272727;"ako";"Antiaris";"toxicaria";175,712328767123;365;110,305084;0,383052631578947;0,0708232617216773;"species";19;"Moraceae"
"16";"Ako";"Antiaris africana";"Antiaris";"africana";"C";"1";346,996313164173;3,892;1,69332625;1,21;0,8;0,53;6250;1,39;579,8;418,59;10,7795791652294;"3";"1";54;"0";"Marco";160;0,4611;1621,958;10,1372375;"ako";"Antiaris";"toxicaria";175,712328767123;365;270,9322;0,383052631578947;0,0708232617216773;"species";19;"Moraceae"
"17";"Ako";"Antiaris africana";"Antiaris";"africana";"C";"2";291,545189504373;3,168;0,65728814;1,67;0,8;0,55;7709;1,76;667,5;380,34;11,549063670412;"3";"1";56,5;"0";"Marco";50;0,1715;351,684;7,03368;"ako";"Antiaris";"toxicaria";175,712328767123;365;32,864407;0,383052631578947;0,0708232617216773;"species";19;"Moraceae"
"18";"Ako";"Antiaris africana";"Antiaris";"africana";"C";"3";370,37037037037;3,15;1,29114877777778;1,6;0,9;0,57;5130;1,32;557,3;422,96;9,20509599856451;"3";"1";53,2;"0";"Marco";90;0,243;779,707;8,66341111111111;"ako";"Antiaris";"toxicaria";175,712328767123;365;116,20339;0,383052631578947;0,0708232617216773;"species";19;"Moraceae"
"19";"Asamoiake";"Trichilia prieuriana";"Trichilia";"prieuriana";"A";"1";230,769230769231;2,068;1,02288138333333;0,67;7,1;0,25;15313;3,13;1336;427,11;11,4618263473054;"3";"2";57,1;"0";"Marco";60;0,26;606,763;10,1127166666667;"asamoiake";"Trichilia";"prieuriana";158,56407857811;1069;61,372883;0,663;0,0708232617216773;"species";1;"Meliaceae"
"20";"Asamoiake";"Trichilia prieuriana";"Trichilia";"prieuriana";"A";"2";327,586206896552;2,683;0,431355947368421;0,65;6,3;0,25;12794;2,51;1040;414,67;12,3019230769231;"3";"2";60,5;"0";"Marco";190;0,58;968,268;5,09614736842105;"asamoiake";"Trichilia";"prieuriana";158,56407857811;1069;81,95763;0,663;0,0708232617216773;"species";1;"Meliaceae"
"21";"Asamoiake";"Trichilia prieuriana";"Trichilia";"prieuriana";"A";"3";275,36231884058;3,098;0,733184631578947;0,56;6,8;0,24;16203;3,17;1340;422,98;12,0917910447761;"3";"2";54,7;"0";"Marco";190;0,69;1478,84;7,78336842105263;"asamoiake";"Trichilia";"prieuriana";158,56407857811;1069;139,30508;0,663;0,0708232617216773;"species";1;"Meliaceae"
"22";"Asamoiake";"Trichilia prieuriana";"Trichilia";"prieuriana";"B";"1";235,294117647059;1,708;1,189300825;0,39;7,5;0,23;17664;3,01;1132;375,83;15,6042402826855;"3";"2";57,8;"0";"Marco";80;0,34;774,927;9,6865875;"asamoiake";"Trichilia";"prieuriana";158,56407857811;1069;95,144066;0,663;0,0708232617216773;"species";1;"Meliaceae"
"23";"Asamoiake";"Trichilia prieuriana";"Trichilia";"prieuriana";"B";"2";244,897959183673;2,469;0,733262666666667;0,39;5,1;0,21;14387;2,74;1174;428,15;12,2546848381601;"3";"2";53,5;"0";"Marco";120;0,49;968,806;8,07338333333333;"asamoiake";"Trichilia";"prieuriana";158,56407857811;1069;87,99152;0,663;0,0708232617216773;"species";1;"Meliaceae"
"24";"Asamoiake";"Trichilia prieuriana";"Trichilia";"prieuriana";"B";"3";277,777777777778;3,293;0,78254234;0,41;6,2;0,23;12674;2,06;827,5;401,21;15,3160120845921;"3";"2";59,3;"0";"Marco";50;0,18;385,07;7,7014;"asamoiake";"Trichilia";"prieuriana";158,56407857811;1069;39,127117;0,663;0,0708232617216773;"species";1;"Meliaceae"
"25";"Asamoiake";"Trichilia prieuriana";"Trichilia";"prieuriana";"C";"1";250;2,882;1,0994915;0,38;4,3;0,21;11743;1,81;606;335,55;19,3778877887789;"3";"2";58,1;"0";"Marco";50;0,2;535,168;10,70336;"asamoiake";"Trichilia";"prieuriana";158,56407857811;1069;54,974575;0,663;0,0708232617216773;"species";1;"Meliaceae"
"26";"Asamoiake";"Trichilia prieuriana";"Trichilia";"prieuriana";"C";"2";263,157894736842;1,77;0,969661;0,54;5,7;0,24;23234;4,35;1655;380,46;14,038670694864;"3";"2";62,8;"0";"Marco";50;0,19;417,904;8,35808;"asamoiake";"Trichilia";"prieuriana";158,56407857811;1069;48,48305;0,663;0,0708232617216773;"species";1;"Meliaceae"
"27";"Asamoiake";"Trichilia prieuriana";"Trichilia";"prieuriana";"C";"3";300;3,888;0,865536766666667;0,46;5,9;0,24;21987;3,33;1607,5;483,31;13,6777604976672;"3";"2";58,1;"0";"Marco";30;0,1;246,13;8,20433333333333;"asamoiake";"Trichilia";"prieuriana";158,56407857811;1069;25,966103;0,663;0,0708232617216773;"species";1;"Meliaceae"
"28";"Ba";"Celtis mildbraedii";"Celtis";"mildbraedii";"A";"1";402,414486921529;3,25;1,3694915;0,34;1;0,28;3762;0,39;277,1;708,08;13,5763262360159;"3";"1.5";68,9;"0";"Marco";20;0,0497;200,758;10,0379;"ba";"Celtis";"mildbraedii";340,897674418605;860;27,38983;0,617571428571429;0,0708232617216773;"species";7;"Cannabaceae"
"29";"Ba";"Celtis mildbraedii";"Celtis";"mildbraedii";"A";"2";396,854560152863;4,108;0,29223162962963;0,39;0,8;0,28;2434;0,27;170;625,46;14,3176470588235;"3";"1.5";59,1;"0";"Marco";540;1,3607;1891,877;3,50347592592593;"ba";"Celtis";"mildbraedii";340,897674418605;860;157,80508;0,617571428571429;0,0708232617216773;"species";7;"Cannabaceae"
"30";"Ba";"Celtis mildbraedii";"Celtis";"mildbraedii";"A";"3";368,731563421829;3,843;0,41567795;0,32;1;0,28;3250;0,38;261,4;694,31;12,4330527926549;"3";"1.5";61,4;"0";"Marco";100;0,2712;549,079;5,49079;"ba";"Celtis";"mildbraedii";340,897674418605;860;41,567795;0,617571428571429;0,0708232617216773;"species";7;"Cannabaceae"
"31";"Ba";"Celtis mildbraedii";"Celtis";"mildbraedii";"B";"1";421,829686264171;3,245;0,529475625;0,3;0,8;0,27;5907;0,93;394,4;422,19;14,9771805273834;"3";"1.5";42,6;"0";"Marco";320;0,7586;1413,55;4,41734375;"ba";"Celtis";"mildbraedii";340,897674418605;860;169,4322;0,617571428571429;0,0708232617216773;"species";7;"Cannabaceae"
"32";"Ba";"Celtis mildbraedii";"Celtis";"mildbraedii";"B";"2";459,459459459459;2,29;0,455633117647059;0,35;0,9;0,26;8982;1,26;391,3;311,71;22,9542550472783;"3";"1.5";53,9;"0";"Marco";170;0,37;595,184;3,50108235294118;"ba";"Celtis";"mildbraedii";340,897674418605;860;77,45763;0,617571428571429;0,0708232617216773;"species";7;"Cannabaceae"
"33";"Ba";"Celtis mildbraedii";"Celtis";"mildbraedii";"B";"3";468,683425649766;2,886;0,542719590909091;0,28;0,9;0,27;7744;1,26;415,7;329,8;18,6288188597546;"3";"1.5";39,8;"0";"Marco";220;0,4694;991,216;4,50552727272727;"ba";"Celtis";"mildbraedii";340,897674418605;860;119,39831;0,617571428571429;0,0708232617216773;"species";7;"Cannabaceae"
"34";"Ba";"Celtis mildbraedii";"Celtis";"mildbraedii";"C";"1";387,096774193548;3,082;0,766807916666667;0,57;1,2;0,21;8796;1,1;310;283,11;28,3741935483871;"3";"1.5";26,3;"0";"Marco";120;0,31;624,182;5,20151666666667;"ba";"Celtis";"mildbraedii";340,897674418605;860;92,01695;0,617571428571429;0,0708232617216773;"species";7;"Cannabaceae"
"35";"Ba";"Celtis mildbraedii";"Celtis";"mildbraedii";"C";"2";372,093023255814;1,883;0,9613346875;0,45;1,1;0,26;7526;1,42;513,3;362,78;14,6619910383791;"3";"1.5";47,5;"0";"Marco";160;0,43;956,951;5,98094375;"ba";"Celtis";"mildbraedii";340,897674418605;860;153,81355;0,617571428571429;0,0708232617216773;"species";7;"Cannabaceae"
"36";"Ba";"Celtis mildbraedii";"Celtis";"mildbraedii";"C";"3";377,777777777778;3,172;0,661714852941176;0,5;0,6;0,27;3332;0,59;196,7;332,39;16,9395017793594;"3";"1.5";53,6;"0";"Marco";340;0,9;1605,853;4,72309705882353;"ba";"Celtis";"mildbraedii";340,897674418605;860;224,98305;0,617571428571429;0,0708232617216773;"species";7;"Cannabaceae"
"37";"Bete";"Mansonia altissima";"Mansonia";"altissima";"A";"2";348,08552958727;2,493;0,792978214285714;1,24;3;0,44;39039;4,46;2960;663,68;13,1888513513514;"2";"2";34,7;"0";"Marco";280;0,8044;1731,231;6,18296785714286;"bete";"Mansonia";"altissima";188,83147113594;1074;222,0339;0,564458333333333;0,0708232617216773;"species";24;"Malvaceae"
"38";"Bete";"Mansonia altissima";"Mansonia";"altissima";"A";"3";452,147701582517;0,827;1,4002825;0,7;1,9;0,42;23541;3,2;1850;578,13;12,7248648648649;"2";"2";34;"0";"Marco";60;0,1327;496;8,26666666666667;"bete";"Mansonia";"altissima";188,83147113594;1074;84,01695;0,564458333333333;0,0708232617216773;"species";24;"Malvaceae"
"39";"Bete";"Mansonia altissima";"Mansonia";"altissima";"B";"1";471,698113207547;2,169;2,20532685714286;1,26;4;0,42;40070;4,7;3030;644,68;13,2244224422442;"2";"2";35,9;"0";"Marco";70;0,1484;733,543;10,4791857142857;"bete";"Mansonia";"altissima";188,83147113594;1074;154,37288;0,564458333333333;0,0708232617216773;"species";24;"Malvaceae"
"40";"Bete";"Mansonia altissima";"Mansonia";"altissima";"B";"2";451,977401129943;3,131;1,07598866666667;1,2;1,8;0,4;16648;2,8;1430;510,71;11,641958041958;"2";"2";38,6;"0";"Marco";120;0,2655;850,822;7,09018333333333;"bete";"Mansonia";"altissima";188,83147113594;1074;129,11864;0,564458333333333;0,0708232617216773;"species";24;"Malvaceae"
"41";"Bete";"Mansonia altissima";"Mansonia";"altissima";"B";"3";537,634408602151;1,812;2,1745762;1,28;4,3;0,5;26235;3,11;1790;575,56;14,6564245810056;"2";"2";36,5;"0";"Marco";20;0,0372;191,184;9,5592;"bete";"Mansonia";"altissima";188,83147113594;1074;43,491524;0,564458333333333;0,0708232617216773;"species";24;"Malvaceae"
"42";"Bete";"Mansonia altissima";"Mansonia";"altissima";"C";"1";406,032482598608;5,942;1,54358357142857;1,52;2,7;0,42;36489;3,92;2490;635,2;14,6542168674699;"2";"2";30,2;"0";"Marco";140;0,3448;1323,214;9,45152857142857;"bete";"Mansonia";"altissima";188,83147113594;1074;216,1017;0,564458333333333;0,0708232617216773;"species";24;"Malvaceae"
"43";"Bete";"Mansonia altissima";"Mansonia";"altissima";"C";"2";551,470588235294;2,331;3,31581933333333;1,37;5,5;0,4;52845;4,5;2890;642,22;18,2854671280277;"2";"2";28,9;"0";"Marco";15;0,0272;194,721;12,9814;"bete";"Mansonia";"altissima";188,83147113594;1074;49,73729;0,564458333333333;0,0708232617216773;"species";24;"Malvaceae"
"44";"Bete";"Mansonia altissima";"Mansonia";"altissima";"C";"3";632,183908045977;4,769;2,67026181818182;1,55;4;0,38;48658;4,3;3050;709,3;15,9534426229508;"2";"2";31,5;"0";"Marco";22;0,0348;247,967;11,2712272727273;"bete";"Mansonia";"altissima";188,83147113594;1074;58,74576;0,564458333333333;0,0708232617216773;"species";24;"Malvaceae"
"45";"Bete";"Mansonia altissima";"Mansonia";"altissima";"A";"1";381,443298969072;4,409;0,780852027027027;1,55;1,6;0,44;24255;2,7;1730;640,74;14,0202312138728;"2";"2";33,4;"0";"Marco";370;0,97;2136,118;5,77329189189189;"bete";"Mansonia";"altissima";188,83147113594;1074;288,91525;0,564458333333333;0,0708232617216773;"species";24;"Malvaceae"
"46";"Bi ou Eyong";"Eribroma obloga";"Eribroma";"obloga";"A";"1";210,526315789474;3,203;2,053283875;1,14;1,6;0,42;4093;1,05;346;330,78;11,8294797687861;"3";"1";32,1;"0";"Marco";80;0,38;1043,997;13,0499625;"bi";"Eribroma";"oblongum";307,343049327354;446;164,26271;0,638454545454545;0,0708232617216773;"species";11;"Malvaceae"
"47";"Bi ou Eyong";"Eribroma obloga";"Eribroma";"obloga";"A";"2";192,307692307692;1,861;1,6957628;1,24;3,7;0,42;7128;1,56;536,7;343,28;13,2811626607043;"3";"1";51,7;"0";"Marco";50;0,26;602,179;12,04358;"bi";"Eribroma";"oblongum";307,343049327354;446;84,78814;0,638454545454545;0,0708232617216773;"species";11;"Malvaceae"
"48";"Bi ou Eyong";"Eribroma obloga";"Eribroma";"obloga";"A";"3";379,310344827586;0,827;2,357165;0,92;2,9;0,42;5978;1,84;611,4;332,04;9,77755969905136;"3";"1";36,6;"0";"Marco";110;0,29;1239,408;11,2673454545455;"bi";"Eribroma";"oblongum";307,343049327354;446;259,28815;0,638454545454545;0,0708232617216773;"species";11;"Malvaceae"
"49";"Bi ou Eyong";"Eribroma obloga";"Eribroma";"obloga";"B";"1";434,782608695652;1,838;2,1636441;0,8;2,5;0,2;5322;0,86;220;256,41;24,1909090909091;"3";"1";53,4;"0";"Marco";100;0,23;1840,331;18,40331;"bi";"Eribroma";"oblongum";307,343049327354;446;216,36441;0,638454545454545;0,0708232617216773;"species";11;"Malvaceae"
"50";"Bi ou Eyong";"Eribroma obloga";"Eribroma";"obloga";"B";"2";317,757009345794;2,089;0,476271176470588;1;2;0,23;2931;0,49;226;465,02;12,9690265486726;"3";"1";51,5;"0";"Marco";340;1,07;1603,608;4,71649411764706;"bi";"Eribroma";"oblongum";307,343049327354;446;161,9322;0,638454545454545;0,0708232617216773;"species";11;"Malvaceae"
"51";"Bi ou Eyong";"Eribroma obloga";"Eribroma";"obloga";"B";"3";273,504273504273;3,416;0,7145921875;1,15;2,4;0,21;4436;0,73;330;452,05;13,4424242424242;"3";"1";43,4;"0";"Marco";320;1,17;1988,518;6,21411875;"bi";"Eribroma";"oblongum";307,343049327354;446;228,6695;0,638454545454545;0,0708232617216773;"species";11;"Malvaceae"
"52";"Bi ou Eyong";"Eribroma obloga";"Eribroma";"obloga";"C";"1";228,260869565217;1,301;1,05677961904762;0,76;2,5;0,26;4270;1;480;480;8,89583333333333;"3";"1";36,6;"0";"Marco";210;0,92;1876,201;8,93429047619048;"bi";"Eribroma";"oblongum";307,343049327354;446;221,92372;0,638454545454545;0,0708232617216773;"species";11;"Malvaceae"
"53";"Bi ou Eyong";"Eribroma obloga";"Eribroma";"obloga";"C";"2";282,352941176471;1,974;0,754978833333333;0,89;2,1;0,26;4107;0,9;447,5;500;9,17765363128492;"3";"1";47,4;"0";"Marco";240;0,85;1606,55;6,69395833333333;"bi";"Eribroma";"oblongum";307,343049327354;446;181,19492;0,638454545454545;0,0708232617216773;"species";11;"Malvaceae"
"54";"Bi ou Eyong";"Eribroma obloga";"Eribroma";"obloga";"C";"3";261,904761904762;1,744;0,853466863636364;1,01;2,9;0,24;6111;1,25;620;494,42;9,85645161290323;"3";"1";40,7;"0";"Marco";220;0,84;1525,599;6,93454090909091;"bi";"Eribroma";"oblongum";307,343049327354;446;187,76271;0,638454545454545;0,0708232617216773;"species";11;"Malvaceae"
"55";"Cedrela";"Cedrela odorata";"Cedrela";"odorata";"A";"1";252,873563218391;2,668;0,457473027272727;1,82;12,2;0,21;80084;13,45;5608;416,95;14,2803138373752;"2";"1";36,3;"0";"Marco";220;0,87;1160,113;5,27324090909091;"cedrela";"Cedrela";"odorata";298,962562020749;4434;100,644066;0,446857142857143;0,0708232617216773;"species";14;"Meliaceae"
"56";"Cedrela";"Cedrela odorata";"Cedrela";"odorata";"A";"2";218,181818181818;3,329;0,821504208333333;1,64;11,7;0,25;49101;8,47;3136;370,25;15,6572066326531;"2";"1";40;"0";"Marco";240;1,1;1727,163;7,1965125;"cedrela";"Cedrela";"odorata";298,962562020749;4434;197,16101;0,446857142857143;0,0708232617216773;"species";14;"Meliaceae"
"57";"Cedrela";"Cedrela odorata";"Cedrela";"odorata";"A";"3";231,292517006803;3,54;0,316799588235294;1,52;6;0,22;23964;4,74;2048;431,89;11,701171875;"2";"1";36,3;"0";"Marco";340;1,47;1310,684;3,85495294117647;"cedrela";"Cedrela";"odorata";298,962562020749;4434;107,71186;0,446857142857143;0,0708232617216773;"species";14;"Meliaceae"
"58";"Cedrela";"Cedrela odorata";"Cedrela";"odorata";"B";"1";253,731343283582;4,097;0,484546352941176;2,15;10;0,24;53265;7,99;3516;440,05;15,1493174061433;"2";"1";27,5;"0";"Marco";170;0,67;949,868;5,58745882352941;"cedrela";"Cedrela";"odorata";298,962562020749;4434;82,37288;0,446857142857143;0,0708232617216773;"species";14;"Meliaceae"
"59";"Cedrela";"Cedrela odorata";"Cedrela";"odorata";"B";"2";241,573033707865;4,962;0,212199455813953;1,75;8,6;0,22;33090;6,75;2444;361,97;13,5392798690671;"2";"1";41,8;"0";"Marco";430;1,78;1523,456;3,54292093023256;"cedrela";"Cedrela";"odorata";298,962562020749;4434;91,245766;0,446857142857143;0,0708232617216773;"species";14;"Meliaceae"
"60";"Cedrela";"Cedrela odorata";"Cedrela";"odorata";"B";"3";239,43661971831;3,084;0,451345941176471;1,38;9,1;0,23;46269;8,77;3484;397,08;13,2804247990815;"2";"1";37,4;"0";"Marco";170;0,71;891,937;5,24668823529412;"cedrela";"Cedrela";"odorata";298,962562020749;4434;76,72881;0,446857142857143;0,0708232617216773;"species";14;"Meliaceae"
"61";"Cedrela";"Cedrela odorata";"Cedrela";"odorata";"C";"1";250;1,432;1,455720325;2,24;7,7;0,24;26045;5,46;2128;389,46;12,2391917293233;"2";"1";37,3;"0";"Marco";40;0,16;408,264;10,2066;"cedrela";"Cedrela";"odorata";298,962562020749;4434;58,228813;0,446857142857143;0,0708232617216773;"species";14;"Meliaceae"
"62";"Cedrela";"Cedrela odorata";"Cedrela";"odorata";"C";"2";220,183486238532;3,434;0,641913875;2,09;7,9;0,24;49154;11,09;4170;376,01;11,7875299760192;"2";"1";39,7;"0";"Marco";240;1,09;1607,625;6,6984375;"cedrela";"Cedrela";"odorata";298,962562020749;4434;154,05933;0,446857142857143;0,0708232617216773;"species";14;"Meliaceae"
"63";"Cedrela";"Cedrela odorata";"Cedrela";"odorata";"C";"3";250;1,95;0,720570090909091;2,25;6,7;0,25;27368;6,09;2662,5;437,37;10,2790610328638;"2";"1";41,5;"0";"Marco";110;0,44;777,927;7,07206363636364;"cedrela";"Cedrela";"odorata";298,962562020749;4434;79,26271;0,446857142857143;0,0708232617216773;"species";14;"Meliaceae"
"64";"Frake / Limba";"Terminalia superba";"Terminalia";"superba";"A";"1";431,916344623778;3,327;0,246922384210526;0,76;2,3;0,29;2911;0,33;266,7;800;10,9148856392951;"2";"1";41,4;"0";"Marco";190;0,4399;619,904;3,26265263157895;"frake_limba";"Terminalia";"superba";384,698529411765;137;46,915253;0,458948275862069;0,0708232617216773;"species";58;"Combretaceae"
"65";"Frake / Limba";"Terminalia superba";"Terminalia";"superba";"A";"2";486,95652173913;3,262;0,437711857142857;0,84;2,4;0,29;3817;0,45;338;748,22;11,292899408284;"2";"1";43,8;"0";"Marco";140;0,2875;563,128;4,02234285714286;"frake_limba";"Terminalia";"superba";384,698529411765;137;61,27966;0,458948275862069;0,0708232617216773;"species";58;"Combretaceae"
"66";"Frake / Limba";"Terminalia superba";"Terminalia";"superba";"A";"3";447,882736156352;2,674;0,249576272727273;0,84;2,9;0,29;4557;0,49;374;764,61;12,1844919786096;"2";"1";39,2;"0";"Marco";220;0,4912;640,912;2,91323636363636;"frake_limba";"Terminalia";"superba";384,698529411765;137;54,90678;0,458948275862069;0,0708232617216773;"species";58;"Combretaceae"
"67";"Frake / Limba";"Terminalia superba";"Terminalia";"superba";"B";"1";285,714285714286;1,36;1,1029661;0,76;3,8;0,31;3901;0,85;354;418,44;11,0197740112994;"2";"1";52,5;"0";"Marco";20;0,07;171,171;8,55855;"frake_limba";"Terminalia";"superba";384,698529411765;137;22,059322;0,458948275862069;0,0708232617216773;"species";58;"Combretaceae"
"68";"Frake / Limba";"Terminalia superba";"Terminalia";"superba";"B";"2";250;2,948;0,73754234;1;4;0,36;5803;1,31;580;441,4;10,0051724137931;"2";"1";50,9;"0";"Marco";100;0,4;716,669;7,16669;"frake_limba";"Terminalia";"superba";384,698529411765;137;73,754234;0,458948275862069;0,0708232617216773;"species";58;"Combretaceae"
"69";"Frake / Limba";"Terminalia superba";"Terminalia";"superba";"B";"3";218,75;2,655;1,29406785714286;0,91;3,5;0,32;4067;0,83;354;426,51;11,4887005649718;"2";"1";53,1;"0";"Marco";70;0,32;774,651;11,0664428571429;"frake_limba";"Terminalia";"superba";384,698529411765;137;90,58475;0,458948275862069;0,0708232617216773;"species";58;"Combretaceae"
"70";"Frake / Limba";"Terminalia superba";"Terminalia";"superba";"C";"1";413,880929640242;4,354;0,540026076923077;0,6;1;0,35;5210;1,4;508,8;364,3;10,2397798742138;"2";"1";55,9;"0";"Marco";130;0,3141;633,35;4,87192307692308;"frake_limba";"Terminalia";"superba";384,698529411765;137;70,20339;0,458948275862069;0,0708232617216773;"species";58;"Combretaceae"
"71";"Frake / Limba";"Terminalia superba";"Terminalia";"superba";"C";"2";474,288567149276;5,551;0,342417473684211;0,6;1,2;0,32;5369;1,24;521,3;419,01;10,2992518703242;"2";"1";54,4;"0";"Marco";190;0,4006;546,544;2,87654736842105;"frake_limba";"Terminalia";"superba";384,698529411765;137;65,05932;0,458948275862069;0,0708232617216773;"species";58;"Combretaceae"
"72";"Frake / Limba";"Terminalia superba";"Terminalia";"superba";"C";"3";418,604651162791;3,258;1,65960455555556;0,52;1,1;0,33;5502;1,32;548,8;415,64;10,0255102040816;"2";"1";52,5;"0";"Marco";90;0,215;1366,479;15,1831;"frake_limba";"Terminalia";"superba";384,698529411765;137;149,36441;0,458948275862069;0,0708232617216773;"species";58;"Combretaceae"
