image,diam_max,diam_mean,diam_mode,length,area,width,depth,width_depth_ratio,com_x,com_y,ellips_025,ellips_050,ellips_075,ellips_100,rect_020,rect_040,rect_060,rect_080,directionality,tip_count,cross_hori_0_mean,cross_hori_0_max,cross_hori_1_mean,cross_hori_1_max,cross_hori_2_mean,cross_hori_2_max,cross_hori_3_mean,cross_hori_3_max,cross_hori_4_mean,cross_hori_4_max,cross_hori_5_mean,cross_hori_5_max,cross_hori_6_mean,cross_hori_6_max,cross_hori_7_mean,cross_hori_7_max,cross_hori_8_mean,cross_hori_8_max,cross_hori_9_mean,cross_hori_9_max,cross_hori_10_mean,cross_hori_10_max,cross_hori_11_mean,cross_hori_11_max,cross_hori_12_mean,cross_hori_12_max,cross_hori_13_mean,cross_hori_13_max,cross_hori_14_mean,cross_hori_14_max,cross_hori_15_mean,cross_hori_15_max,cross_hori_16_mean,cross_hori_16_max,cross_hori_17_mean,cross_hori_17_max,cross_hori_18_mean,cross_hori_18_max,cross_hori_19_mean,cross_hori_19_max,cross_hori_20_mean,cross_hori_20_max,cross_hori_21_mean,cross_hori_21_max,cross_hori_22_mean,cross_hori_22_max,cross_hori_23_mean,cross_hori_23_max,cross_hori_24_mean,cross_hori_24_max,cross_hori_25_mean,cross_hori_25_max,cross_hori_26_mean,cross_hori_26_max,cross_hori_27_mean,cross_hori_27_max,cross_hori_28_mean,cross_hori_28_max,cross_hori_29_mean,cross_hori_29_max,cross_vert_mean,cross_vert_max,convexhull,coord_x0,coord_x1,coord_x2,coord_x3,coord_x4,coord_x5,coord_x6,coord_x7,coord_x8,coord_x9,coord_x10,coord_x11,coord_x12,coord_x13,coord_x14,coord_x15,coord_x16,coord_x17,coord_x18,coord_x19,diff_x0,diff_x1,diff_x2,diff_x3,diff_x4,diff_x5,diff_x6,diff_x7,diff_x8,diff_x9,cumul_x0,cumul_x1,cumul_x2,cumul_x3,cumul_x4,cumul_x5,cumul_x6,cumul_x7,cumul_x8,cumul_x9
Balie 2 R3 001.tif,0.26923078,0.054899734,0.012820513,262.15384,2087.6794,18.192308,27.205128,0.66870874,0.51340306,0.4057015,0.7600452,2.452539,4.278809,6.13038,3.4543629,3.4095457,3.4546146,3.612255,44.59488,492.0,5.2394366,30.0,8.43662,30.0,6.943662,14.0,7.0704226,13.0,8.450705,22.0,14.676056,41.0,18.309858,41.0,15.521127,35.0,14.859155,31.0,16.352112,31.0,14.43662,28.0,10.788733,21.0,13.647887,31.0,14.211267,31.0,10.112676,21.0,8.8732395,20.0,14.211267,87.0,12.281691,87.0,3.6760564,13.0,3.0985916,17.0,3.366197,17.0,3.2676055,11.0,6.464789,28.0,8.394366,30.0,6.8450704,30.0,6.7887325,22.0,7.1408453,17.0,5.7605634,17.0,6.267606,20.0,8.859155,22.0,14.736999,95.0,3974600.0,0.7202255,0.5954898,0.36645526,0.059196617,0.18393235,0.22621565,0.19661734,0.3678647,0.5109232,0.63354474,0.78435516,0.53276956,0.7378436,0.28541225,0.7463002,0.67230445,0.6800564,0.8449612,0.7470049,0.97533476,0.25510922,0.15151516,0.478506,0.62085974,0.4883721,0.52008456,0.088794924,0.36997885,0.02184637,0.15081044,0.25510922,0.40662438,0.8851304,1.5059901,1.9943622,2.5144467,2.6032417,2.9732206,2.995067,3.1458774
Balie 3 R1 001.tif,0.14102565,0.07003853,0.08974359,28.24359,312.76923,16.166666,25.038462,0.64567333,0.43713844,0.42514655,4.741515,14.541236,24.445114,34.581284,19.991884,19.975979,19.957945,19.930891,13.204398,53.0,0.004608295,1.0,0.21658987,7.0,0.33640552,3.0,0.58986175,7.0,0.80184335,9.0,1.046083,8.0,1.3041475,10.0,1.4884793,13.0,1.4562212,10.0,1.529954,13.0,1.4101382,10.0,1.359447,13.0,1.3686635,10.0,1.2949309,11.0,1.202765,8.0,1.2119815,6.0,1.2626728,8.0,1.3087558,11.0,1.4792627,8.0,1.516129,11.0,1.5345622,9.0,1.907834,17.0,1.6635945,13.0,1.6036867,17.0,1.3317972,13.0,1.202765,17.0,0.86175114,13.0,0.53456223,8.0,0.23041475,13.0,0.19354838,4.0,4.4915967,66.0,3974600.0,0.0,0.4892942,0.51704997,0.48612213,0.48136398,0.4401269,0.32355273,0.07137193,0.0,0.9928628,0.9952419,1.0,0.086439334,0.34179223,0.4520222,0.4932593,0.49722442,0.5368755,0.50277555,1.0,1.0,0.013481364,0.019825535,0.0111023,0.011895321,0.011895321,0.018239493,0.015067407,1.0,0.0023790642,1.0,1.0134814,1.033307,1.0444093,1.0563046,1.0681999,1.0864394,1.1015068,2.1015067,2.103886
Balie 3 R2 001.tif,0.15384616,0.06517244,0.012820513,36.564102,369.10257,14.243589,19.423077,0.73333335,0.19800268,0.50737137,2.7245224,8.367489,14.089302,19.751581,11.503994,11.515005,11.468391,11.462834,8.373957,77.0,0.11290322,2.0,0.30645162,4.0,0.47311828,4.0,0.6075269,4.0,0.83870965,5.0,1.0107527,5.0,1.1989248,5.0,1.2365592,5.0,1.327957,8.0,1.4193548,11.0,1.4193548,11.0,1.4247311,11.0,1.5053763,11.0,1.4946237,11.0,1.4892473,11.0,1.7580645,11.0,2.1989248,11.0,2.360215,11.0,2.5053763,11.0,2.6505377,11.0,2.6236558,11.0,2.8333333,11.0,2.6666667,11.0,2.435484,11.0,2.032258,8.0,1.9354838,8.0,1.8817204,9.0,2.0913978,18.0,2.016129,18.0,1.967742,18.0,6.1748633,69.0,3974600.0,0.34833482,0.07920792,0.17461745,0.19711971,0.19351935,9.0009003E-4,0.18361837,0.1530153,0.09990999,0.0,1.0,0.116111614,0.17371736,0.52835286,0.51035106,0.20882088,0.21422142,0.19081908,0.10171017,0.3519352,0.0036003601,0.022502251,0.01620162,0.01710171,0.01530153,0.509451,0.34473446,0.02070207,0.01620162,1.0,0.0036003601,0.026102612,0.042304233,0.059405945,0.07470748,0.5841584,0.92889285,0.9495949,0.96579653,1.9657965
Balie 3 R3 001.tif,0.16666667,0.09438333,0.115384616,74.5,1075.7949,13.025641,28.961538,0.44975653,0.36626798,0.5170407,1.3427639,3.9954476,6.2939153,8.94592,5.365311,5.2689247,5.2395606,5.2536945,9.862474,118.0,0.84745765,12.0,1.3559322,6.0,1.440678,9.0,1.6271186,7.0,1.9322034,14.0,1.5932204,7.0,3.322034,21.0,2.677966,7.0,2.5084746,4.0,3.5084746,14.0,3.322034,12.0,3.3728814,11.0,2.9152544,11.0,2.8474576,13.0,4.1694913,16.0,3.8474576,14.0,3.0338984,13.0,2.7457628,13.0,2.8474576,13.0,3.1864407,11.0,2.322034,11.0,2.322034,13.0,3.1355932,14.0,2.542373,11.0,2.559322,11.0,2.2542372,5.0,2.2881355,5.0,2.559322,8.0,1.8305085,10.0,1.7966101,8.0,10.277057,79.0,3974600.0,0.21751969,0.13484251,0.114173226,0.053149607,0.037401576,0.00984252,0.06692913,0.1269685,0.23523623,0.32086614,0.3444882,0.5767717,0.5964567,0.56200784,0.5659449,0.6427165,0.8001968,0.9271653,0.15452756,0.24212599,0.024606299,0.01968504,0.81299216,0.74704725,0.60531497,0.55610234,0.49507874,0.4694882,0.34153542,0.023622047,0.024606299,0.04429134,0.8572835,1.6043308,2.2096457,2.765748,3.2608268,3.730315,4.0718503,4.0954723
Banaye heudeloti 1 R1 001.tif,0.2948718,0.050890334,0.012820513,105.32051,766.0513,14.346154,19.384615,0.74007934,0.65173715,0.4685811,1.180245,3.971683,6.772861,8.826984,5.113854,5.1817513,5.137903,5.0785747,17.902454,178.0,1.3989362,19.0,2.8723404,20.0,4.62234,29.0,5.244681,29.0,5.62766,29.0,6.0797873,29.0,6.7712765,29.0,7.324468,29.0,6.31383,29.0,5.2021275,21.0,4.632979,18.0,4.361702,19.0,4.308511,19.0,4.4787235,19.0,4.425532,19.0,4.2287235,19.0,4.7925534,23.0,5.361702,23.0,6.0,23.0,7.0797873,30.0,7.143617,30.0,6.7659574,30.0,7.117021,30.0,7.0957446,30.0,6.3297873,30.0,5.87766,30.0,5.4468083,30.0,4.5957446,21.0,4.1968083,21.0,3.3989363,21.0,5.2754493,26.0,3974600.0,0.6085791,0.6470063,0.7077748,0.7319035,0.16175157,0.19571045,0.5183199,0.5585344,0.60411084,0.0,1.0,0.9901698,0.844504,0.8168007,0.77033067,0.7533512,0.76407504,0.8168007,0.818588,0.6881144,0.0795353,0.17158177,0.10902592,0.03217158,0.59159964,0.5746202,0.29848078,0.28596961,0.386059,1.0,0.0795353,0.25111708,0.360143,0.39231458,0.98391426,1.5585344,1.8570151,2.1429849,2.529044,3.529044
Banaye heudeloti 1 R2 001.tif,0.20512821,0.06422225,0.012820513,157.9359,1520.8462,15.269231,23.846153,0.64032257,0.43502277,0.53201246,0.84790015,2.6513581,4.2869945,6.026967,3.63041,3.5144656,3.4884849,3.5545075,18.007805,285.0,0.28395063,4.0,0.9506173,7.0,1.6234568,9.0,2.419753,22.0,3.3209877,26.0,4.6728396,26.0,6.160494,26.0,6.8271604,26.0,7.240741,26.0,7.382716,25.0,7.3024693,23.0,6.308642,22.0,6.6728396,32.0,7.7777777,32.0,8.259259,32.0,9.092592,32.0,9.882716,32.0,10.425926,32.0,9.555555,28.0,9.228395,28.0,8.333333,24.0,7.783951,24.0,6.5246916,24.0,5.796296,24.0,5.432099,24.0,6.7901235,33.0,6.814815,33.0,6.648148,33.0,6.4012346,33.0,5.808642,33.0,9.831169,78.0,3974600.0,0.7741394,0.54324096,0.044500418,0.005877414,0.047858942,0.11418976,0.11502939,0.29051217,0.5281276,0.42317382,0.4450042,0.868178,0.91603696,0.9722922,0.95382035,0.9034425,0.8774139,0.8480269,0.8236776,0.7800168,0.005877414,0.2804366,0.80352646,0.87153655,0.85558355,0.83963054,0.8572628,0.62552476,0.34005037,0.021830395,0.005877414,0.286314,1.0898404,1.9613769,2.8169603,3.656591,4.5138535,5.1393785,5.479429,5.5012593
Banaye heudeloti 1 R3 001.tif,0.21794872,0.048679557,0.025641026,112.166664,763.1923,13.333333,18.858974,0.70700204,0.48584035,0.5103918,1.2625107,3.726083,5.7645683,8.459624,5.137328,4.9591293,4.6318097,4.896773,32.81961,210.0,0.048076924,5.0,0.028846154,4.0,0.052884616,5.0,0.15384616,4.0,0.40384614,11.0,0.4375,4.0,0.75,11.0,0.7932692,5.0,1.0673077,11.0,1.1057693,5.0,2.0288463,19.0,5.5913463,62.0,8.403846,65.0,9.548077,62.0,11.495193,65.0,13.091346,62.0,14.485577,65.0,15.466346,62.0,15.942307,65.0,14.216346,44.0,11.576923,36.0,10.600962,36.0,9.293269,36.0,8.173077,36.0,6.269231,36.0,4.826923,30.0,3.9375,36.0,3.1730769,25.0,2.4086537,28.0,1.6346154,25.0,9.640845,75.0,3974600.0,0.0,0.7355769,0.7846154,0.3326923,0.016346155,0.16346154,0.2701923,0.47884616,0.0,0.0,1.0,1.0,0.5653846,0.58365387,0.86730766,0.925,0.76153845,0.80673075,0.7394231,1.0,1.0,0.0038461538,0.022115385,0.42884615,0.90865386,0.70384616,0.31346154,0.086538464,1.0,1.0,1.0,1.0038462,1.0259615,1.4548076,2.3634615,3.0673077,3.3807693,3.4673078,4.467308,5.467308
Banaye heudeloti 2 R1 001.tif,0.34615386,0.046115678,0.025641026,270.42307,1805.1282,20.948717,24.384615,0.8590957,0.46802264,0.46297342,0.9527628,3.03152,5.0626845,7.288359,4.155767,4.199993,4.172777,4.1992044,38.08565,508.0,0.30769232,5.0,2.1602564,23.0,4.576923,30.0,9.98718,68.0,13.544871,49.0,16.641026,68.0,17.27564,49.0,16.423077,68.0,12.26282,40.0,9.801282,32.0,8.467949,31.0,7.5128207,27.0,9.333333,34.0,10.051282,32.0,11.942307,34.0,13.179487,43.0,14.141026,85.0,12.48718,43.0,11.160256,85.0,11.320513,43.0,9.371795,85.0,9.083333,34.0,8.596154,32.0,11.519231,46.0,12.852564,53.0,14.839744,46.0,15.326923,53.0,15.230769,46.0,11.179487,53.0,7.2884617,40.0,17.754068,76.0,3974600.0,0.45654833,0.38127294,0.21909425,0.26009792,0.28029376,0.1621787,0.16462669,0.19400245,0.2362301,0.58017135,0.5875153,0.63096696,0.68298656,0.6835985,0.6089351,0.70563036,0.746634,0.7582619,0.77356184,0.57099146,0.114443086,0.39228886,0.5391677,0.48653612,0.4253366,0.44675642,0.51897186,0.48898408,0.39473686,0.0073439414,0.114443086,0.5067319,1.0458996,1.5324358,1.9577724,2.4045289,2.9235008,3.412485,3.8072217,3.8145657
Banaye heudeloti 2 R2 001.tif,0.16666667,0.03817353,0.025641026,143.24359,844.4487,20.358974,26.346153,0.77274936,0.52086735,0.45645404,2.3718705,7.019752,11.684759,16.822506,9.715336,9.674936,9.426451,9.605144,21.775959,271.0,0.44360903,8.0,1.1203008,12.0,2.2857144,12.0,2.9097745,12.0,3.0601504,12.0,3.481203,16.0,3.518797,16.0,4.593985,16.0,5.5864663,16.0,5.4736843,14.0,5.4736843,18.0,5.3082705,18.0,5.511278,26.0,7.428571,27.0,9.135339,27.0,11.045113,37.0,13.443609,37.0,13.947369,37.0,14.744361,37.0,12.849624,34.0,10.180451,26.0,8.150376,26.0,4.631579,13.0,3.2406015,12.0,1.9924812,12.0,0.7593985,7.0,0.69924814,7.0,0.42857143,7.0,0.21804512,4.0,0.19548872,4.0,9.1694355,48.0,3974600.0,0.57241815,0.62468517,0.6347607,0.22040302,0.32619646,0.23551637,0.30667508,0.5132242,0.0,0.0,1.0,1.0,0.5188917,0.81738037,0.9049118,0.7474811,0.45528966,0.7229219,0.7147355,0.5768262,0.0044080606,0.09005038,0.08816121,0.23488665,0.42128465,0.66939545,0.5107053,0.0056675063,1.0,1.0,0.0044080606,0.09445844,0.18261965,0.41750628,0.8387909,1.5081863,2.0188916,2.024559,3.024559,4.024559
Banaye heudeloti 2 R3 001.tif,0.25641027,0.04197666,0.012820513,207.05128,1330.0641,20.987179,26.166666,0.8020578,0.49278033,0.5632777,1.5861391,4.5366426,7.519697,10.690934,6.414526,6.2395873,6.182303,6.1093063,25.786327,408.0,0.48818898,5.0,0.7637795,5.0,1.0787401,5.0,1.1811024,5.0,1.464567,6.0,2.472441,11.0,4.1732283,19.0,6.5275593,25.0,9.535433,25.0,9.535433,25.0,9.488189,25.0,9.188976,30.0,8.291339,30.0,9.031496,30.0,11.173228,30.0,11.905512,28.0,12.787401,28.0,12.677165,28.0,10.897637,26.0,13.118111,38.0,13.708661,38.0,14.0078745,38.0,12.881889,34.0,11.393701,61.0,8.968504,61.0,7.92126,61.0,6.6535435,61.0,5.5748034,19.0,4.6614175,19.0,3.6614172,19.0,10.9928875,88.0,3974600.0,0.7996335,0.7483201,0.17532071,0.17104459,0.14905314,0.095907144,0.17165546,0.3738546,0.6438607,0.753818,0.75687236,0.7275504,0.7544288,0.81979233,0.7690898,0.76847893,0.7990226,0.7220525,0.7519853,0.8075748,0.007941356,0.0036652412,0.5467318,0.627978,0.6194258,0.67318267,0.64813685,0.38057423,0.083689675,0.0030543678,0.007941356,0.011606597,0.5583384,1.1863165,1.8057423,2.478925,3.1270618,3.507636,3.5913258,3.5943801
Banaye heudeloti 3 R1 001.tif,0.24358974,0.03278294,0.012820513,234.3077,1086.6666,20.602564,25.564102,0.80591774,0.4510955,0.5623668,1.7983129,5.4193726,8.802631,12.552478,7.3512387,7.255781,7.0711894,7.298254,35.544296,596.0,0.22023809,2.0,0.52380955,5.0,1.3095238,14.0,2.6845238,19.0,3.577381,19.0,4.196429,19.0,4.910714,20.0,5.160714,20.0,6.1845236,20.0,7.392857,23.0,10.380953,39.0,12.440476,39.0,15.738095,39.0,16.386906,39.0,17.869047,39.0,18.10119,39.0,18.767857,39.0,17.059525,38.0,16.410715,38.0,14.934524,38.0,12.738095,34.0,9.898809,34.0,7.172619,31.0,5.047619,31.0,3.2440476,24.0,2.8095238,18.0,6.589286,74.0,8.422619,74.0,8.660714,74.0,8.565476,74.0,15.022814,105.0,3974600.0,0.5127567,0.51400125,0.27006844,0.25015557,0.22277535,0.27753577,0.3428749,0.0,0.2744244,0.015556938,0.01804605,0.47728688,1.0,0.6179216,0.6596142,0.6459241,0.8867455,0.57685125,0.5600498,0.5152458,0.0024891102,0.046048537,0.3067828,0.63658994,0.42314872,0.3820784,0.27504668,1.0,0.20286247,0.0024891102,0.0024891102,0.048537645,0.35532045,0.9919104,1.4150591,1.7971375,2.072184,3.072184,3.2750466,3.2775357
Banaye heudeloti 3 R2 001.tif,0.20512821,0.049804084,0.012820513,86.07692,582.28204,15.179487,21.512821,0.70560193,0.24488418,0.47915944,1.9890572,6.2341805,10.428245,14.7180195,8.642454,8.4474,8.474438,8.601942,23.0452,219.0,0.14942528,4.0,0.1954023,4.0,0.43678162,7.0,1.137931,10.0,1.7298851,12.0,2.3390806,11.0,2.9195402,13.0,3.5804598,16.0,4.5057473,17.0,5.011494,20.0,6.304598,22.0,6.7528734,23.0,7.0747128,22.0,7.37931,23.0,7.4827585,22.0,6.8850574,23.0,6.7011495,31.0,5.534483,27.0,5.5287356,31.0,4.356322,27.0,4.718391,31.0,4.224138,27.0,3.9655173,31.0,2.5114942,26.0,2.3448277,19.0,1.7643678,26.0,1.591954,18.0,1.7126436,18.0,2.1609194,25.0,2.2528737,20.0,10.536697,73.0,3974600.0,0.47972974,0.2356419,0.22381757,0.021114865,0.0464527,0.08361486,0.039695945,0.0,0.074324325,0.0,1.0,0.11064189,1.0,0.13513513,0.5996622,0.6773649,0.7432432,0.660473,0.30152026,0.4822635,0.0025337837,0.06587838,0.4366554,0.7221284,0.6309122,0.5160473,0.09543919,1.0,0.03631757,1.0,0.0025337837,0.06841216,0.5050676,1.227196,1.8581082,2.3741555,2.4695947,3.4695947,3.5059123,4.5059123
Banaye heudeloti 3 R3 001.tif,0.15384616,0.031143924,0.012820513,75.53846,363.92307,14.705129,22.346153,0.6580608,0.28218222,0.55856407,3.3974848,10.117382,17.038364,23.777884,13.984218,13.950328,13.80656,13.881632,25.916353,158.0,0.18367347,3.0,0.18367347,3.0,0.21768707,5.0,0.40816328,12.0,1.2585034,14.0,2.0544217,14.0,3.2040815,19.0,3.632653,19.0,4.0068026,19.0,3.5646257,19.0,2.6462586,19.0,1.9115646,12.0,1.5782313,10.0,1.7891157,15.0,2.8843536,28.0,3.142857,28.0,3.4285715,28.0,4.068027,28.0,4.292517,28.0,3.0340135,12.0,2.9115646,12.0,2.952381,16.0,3.047619,16.0,3.972789,21.0,5.07483,21.0,6.0068026,21.0,6.408163,21.0,6.3265305,21.0,5.244898,21.0,4.1360545,12.0,7.628866,37.0,3974600.0,0.46120313,0.0,0.37925023,0.489102,0.121185705,0.058413252,0.64254576,0.21708806,0.21272886,0.12641674,0.12990409,0.3173496,0.2999128,0.652136,0.08020924,0.17698343,0.4934612,0.53618133,1.0,0.46381867,0.0026155186,1.0,0.15693113,0.004359198,0.055797733,0.02179599,0.009590236,0.08282476,0.10462075,0.0034873583,0.0026155186,1.0026156,1.1595467,1.163906,1.2197037,1.2414997,1.2510899,1.3339146,1.4385353,1.4420227
Bosse 1 R1 001.tif,0.35897437,0.05902085,0.012820513,123.03846,950.35895,19.076923,22.666666,0.84162897,0.6147772,0.5068328,1.7417979,4.871965,8.209219,11.451948,6.703769,6.464197,6.213145,6.497356,18.819042,300.0,0.09389672,3.0,0.09389672,3.0,0.20187794,3.0,0.23943663,4.0,0.23943663,4.0,0.23943663,4.0,0.3568075,5.0,0.31455398,5.0,0.6713615,12.0,1.6244131,17.0,3.2723005,23.0,4.9530516,29.0,7.2723002,29.0,9.525822,32.0,11.103287,32.0,12.535212,43.0,13.380281,43.0,13.488263,43.0,12.699531,43.0,11.220657,43.0,9.610329,43.0,8.394366,43.0,7.2394366,28.0,6.2112675,28.0,5.2112675,24.0,4.8967137,21.0,4.3943663,19.0,3.8732395,19.0,3.314554,19.0,2.539906,19.0,14.467577,94.0,3974600.0,0.9711022,0.0,0.7049731,0.375,0.37903225,0.3797043,0.40524194,0.42002687,0.0,0.4375,0.44892472,1.0,0.4327957,0.7768817,0.75537634,0.7708333,0.7842742,0.7157258,1.0,0.97715056,0.006048387,1.0,0.010752688,0.4092742,0.3918011,0.37567204,0.3716398,0.012768817,1.0,0.011424731,0.006048387,1.0060484,1.0168011,1.4260753,1.8178765,2.1935484,2.5651882,2.577957,3.577957,3.5893817
Bosse 1 R2 001.tif,0.4871795,0.07490249,0.012820513,298.53845,2405.9744,18.76923,23.166666,0.81018263,0.5274546,0.43200654,0.6923417,1.8250669,2.763516,4.805948,2.7599885,2.4795702,2.3530154,2.7119243,46.80061,563.0,0.27570093,6.0,0.7757009,14.0,1.6028037,25.0,1.8224299,25.0,2.7383177,35.0,3.5514019,35.0,5.359813,35.0,6.911215,35.0,8.271028,35.0,11.448598,42.0,16.331776,90.0,19.761683,90.0,23.841122,90.0,26.303738,90.0,28.088785,90.0,31.11215,90.0,30.831776,90.0,28.224298,56.0,27.023365,56.0,24.317757,53.0,22.149532,53.0,18.948599,53.0,14.214953,51.0,10.640187,49.0,8.196261,49.0,6.1168222,26.0,4.1261683,26.0,1.9953271,25.0,1.4626168,16.0,1.4065421,16.0,23.296524,138.0,3974600.0,0.72062844,0.6782787,0.22472678,0.15710382,0.22745901,0.28483605,0.29030055,0.0,0.0,0.45491803,0.46174863,1.0,1.0,0.8715847,0.8080601,0.78210384,0.73224044,0.7281421,0.6892077,0.73702186,0.016393442,0.010928961,0.5034153,0.5751366,0.5546448,0.52322406,0.58128417,1.0,1.0,0.006830601,0.016393442,0.027322404,0.5307377,1.1058743,1.6605191,2.1837432,2.7650275,3.7650275,4.7650275,4.771858
Bosse 1 R3 001.tif,0.26923078,0.04932997,0.012820513,176.23077,1236.4487,19.820513,28.435898,0.69702435,0.51538724,0.4136789,1.6162915,4.835032,8.311563,12.180738,6.8896966,6.987682,6.624431,6.9880137,43.596245,398.0,0.1891892,1.0,4.9459457,18.0,4.675676,16.0,9.459459,25.0,12.2972975,30.0,5.891892,20.0,2.7027028,10.0,0.43243244,1.0,2.891892,9.0,3.0,6.0,6.756757,28.0,14.324325,41.0,24.918919,45.0,20.945946,49.0,18.567568,38.0,9.054054,24.0,13.243243,31.0,10.0,30.0,6.891892,15.0,4.189189,14.0,3.5945945,14.0,1.3513514,4.0,1.1621622,2.0,1.3243244,8.0,0.2972973,2.0,4.135135,56.0,1.972973,8.0,0.6216216,7.0,0.0,0.0,0.0,0.0,13.95,101.0,3974600.0,0.0,0.41009057,0.44695988,0.5653299,0.21345407,0.25549805,0.40815008,0.98771024,0.0,0.0,1.0,1.0,0.99029756,0.56597674,0.68887454,0.6520052,0.61513585,0.4508409,0.7005175,1.0,1.0,0.2904269,0.0038809832,0.04980595,0.4385511,0.43337646,0.15782665,0.0025873221,1.0,1.0,1.0,1.290427,1.294308,1.344114,1.782665,2.2160416,2.3738682,2.3764555,3.3764555,4.3764553
Bosse 2 R1 001.tif,0.32051283,0.053958226,0.03846154,121.73077,985.35895,14.025641,20.487179,0.6846058,0.4625558,0.5151533,0.9333576,3.2125738,5.3184185,7.46919,4.3558903,4.348435,4.3523383,4.393791,31.8895,235.0,0.18727915,7.0,0.48409894,9.0,0.93639576,14.0,1.9540637,24.0,2.7667844,44.0,3.2226148,25.0,3.8021202,44.0,4.5265017,25.0,5.1413426,44.0,5.8551235,25.0,6.1943464,44.0,6.671378,25.0,6.6007066,44.0,6.646643,25.0,6.6678443,44.0,6.6784453,22.0,6.621908,22.0,6.975265,29.0,6.9399295,22.0,6.8798585,29.0,6.689046,21.0,6.3321557,29.0,6.607774,21.0,6.6501765,29.0,6.3250885,21.0,5.6431093,29.0,5.2968197,19.0,4.7915196,29.0,4.8233213,41.0,4.95053,24.0,8.724026,81.0,3974600.0,0.3153565,0.3382084,0.33729434,0.070383914,0.018281536,0.054844607,0.004570384,0.41224864,0.32175502,0.53839123,0.58135283,0.33912247,0.9552102,0.85557586,0.6142596,0.7595978,0.7879342,0.7404022,0.5676417,0.34734917,0.03199269,0.22943327,0.40310785,0.7175503,0.74131626,0.559415,0.8510055,0.5429616,0.017367458,0.04296161,0.03199269,0.26142597,0.66453385,1.3820841,2.1234004,2.6828156,3.533821,4.0767827,4.09415,4.1371117
Bosse 2 R2 001.tif,0.25641027,0.0806018,0.012820513,107.589745,1313.4103,19.128204,25.641026,0.746,0.4442027,0.3049789,1.251225,4.1497765,6.8513365,9.631806,5.1341486,5.5054173,5.509478,5.5557075,42.932564,184.0,1.6491228,12.0,4.7280703,26.0,8.359649,26.0,10.149123,29.0,10.877193,32.0,7.9561405,32.0,6.8333335,32.0,4.6491227,16.0,4.1578946,14.0,4.5789475,14.0,4.3070173,14.0,3.7631578,14.0,3.9210527,25.0,4.7280703,25.0,4.7719297,25.0,3.4298246,22.0,2.0614035,6.0,2.2280703,13.0,2.8070176,14.0,3.0438597,14.0,2.8508773,14.0,2.5964913,14.0,1.7368422,10.0,2.131579,40.0,2.3245614,40.0,2.8508773,40.0,2.3947368,16.0,2.754386,32.0,2.8245614,32.0,2.9122808,32.0,5.495186,49.0,3974600.0,0.63672924,0.1508043,0.09651475,0.17493297,0.230563,0.35455763,0.40549597,0.45509383,0.49396783,0.48458445,0.49396783,0.5,0.4872654,0.44436997,0.36930296,0.43900806,0.18766756,0.14008042,0.8371314,0.75,0.113270774,0.6863271,0.043565683,0.0127345845,0.20844504,0.014745308,0.038873993,0.03217158,0.0060321717,0.009383378,0.113270774,0.79959786,0.84316355,0.85589814,1.0643432,1.0790886,1.1179626,1.1501342,1.1561664,1.1655498
Bosse 2 R3 001.tif,0.33333334,0.063819334,0.012820513,211.82051,1812.6923,15.128205,25.884615,0.58444774,0.46079355,0.5584001,0.8176674,2.337294,3.5589716,5.526791,3.3545513,3.2353137,2.959771,2.9929628,40.03712,410.0,0.88235295,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3235292,18.0,10.235294,22.0,7.2058825,17.0,1.4117647,10.0,3.1470587,7.0,5.382353,18.0,4.970588,14.0,3.4117646,6.0,9.941176,24.0,19.029411,37.0,35.82353,61.0,25.647058,41.0,18.411764,54.0,20.941177,34.0,14.617647,42.0,16.235294,29.0,15.470589,39.0,10.088235,20.0,2.9117646,13.0,3.5882354,11.0,4.3235292,25.0,5.2058825,15.0,1.117647,3.0,0.11764706,2.0,0.0882353,1.0,15.168565,99.0,3974600.0,0.0,0.0,0.26271185,0.2805085,0.009322034,0.20169492,0.26101694,0.31779662,0.31525424,0.0,1.0,0.33898306,0.34830508,0.8635593,0.9686441,0.7644068,0.40932202,0.6635593,1.0,1.0,1.0,1.0,0.40084746,0.12881356,0.75508475,0.7669492,0.6025424,0.030508475,0.023728814,1.0,1.0,2.0,2.4008474,2.529661,3.2847457,4.051695,4.6542373,4.684746,4.7084746,5.7084746
