;OldVernacular;OldScientificName;Oldgenus;Oldspecies;TreeID;SampleID;RDMC;RootAverageLenght;RSL;BarkTh;PetioleL;LeafThickness;LeafArea;FreshWeight;DryWeight;LDMC;SLA;Dispers;Deciduousness;SPAD;Filled;Operator;Rootdryweight;Rootfreshweight;RootsArea;RSA;field_name;genus;species;MeanDBH;N;Roots_length;meanWD;sdWD;levelWD;nInd;family,,,,,,,,,,,,,,,,,,
243;Banaye heudeloti;Trichilia heudelotii;Trichilia;heudelotii;C;3;653,3333333;NA;0,770800612;0,31;10,4;0,03;52888;7,03;2413;343,24;21,91794447;3;2;40,5;NA;Vincyane;98;0,15;459,816;4,692;banaye;Trichilia;monadelpha;164,1184211;76;75,53846;0,481;0,070823262;species;2;Meliaceae,,
244;Akatio;Gambeya africana;Gambeya;africana;A;1;489,7435897;NA;0,527990314;0,44;1,7;0,02;6138;1,17;541;462,39;11,34565619;3;2;56,7;NA;Vincyane;191;0,39;720,121;3,770267016;akatio;Chrysophyllum;africanum;447,5;142;100,84615;0,609888889;0,070823262;species;9;Sapotaceae,,
245;Akatio;Gambeya africana;Gambeya;africana;A;2;516;NA;0,361657729;0,43;1,7;0,02;7341;1,07;625;584,11;11,7456;3;2;56,6;NA;Vincyane;129;0,25;384,085;2,977403101;akatio;Chrysophyllum;africanum;447,5;142;46,653847;0,609888889;0,070823262;species;9;Sapotaceae,,,
246;Akatio;Gambeya africana;Gambeya;africana;A;3;452,173913;NA;0,806582788;0,37;1,6;0,04;11036;1,91;799;418,32;13,81226533;3;2;49,2;NA;Vincyane;104;0,23;567,449;5,456240385;akatio;Chrysophyllum;africanum;447,5;142;83,88461;0,609888889;0,070823262;species;9;Sapotaceae,,
247;Akatio;Gambeya africana;Gambeya;africana;B;1;469,6969697;NA;0,594540968;0,53;2,3;0,03;4288;0,82;423;515,85;10,13711584;3;2;61,5;NA;Vincyane;310;0,66;1331,399;4,294835484;akatio;Chrysophyllum;africanum;447,5;142;184,3077;0,609888889;0,070823262;species;9;Sapotaceae,,
248;Akatio;Gambeya africana;Gambeya;africana;B;2;321,7391304;NA;0,552408176;0,48;2;0,03;6200;1,26;672;533,33;9,226190476;3;2;60;NA;Vincyane;148;0,46;658,722;4,450824324;akatio;Chrysophyllum;africanum;447,5;142;81,75641;0,609888889;0,070823262;species;9;Sapotaceae,,,,
249;Akatio;Gambeya africana;Gambeya;africana;B;3;373,0769231;NA;0,794078763;0,55;1,6;0,03;4603;0,83;474;571,08;9,710970464;3;2;57,3;NA;Vincyane;97;0,26;594,607;6,129969072;akatio;Chrysophyllum;africanum;447,5;142;77,02564;0,609888889;0,070823262;species;9;Sapotaceae,,
250;Akatio;Gambeya africana;Gambeya;africana;C;1;495,7746479;NA;0,343349347;0,42;1,2;0,03;5858;0,91;484;531,87;12,10330579;3;2;62,8;NA;Vincyane;352;0,71;1119,699;3,180963068;akatio;Chrysophyllum;africanum;447,5;142;120,85897;0,609888889;0,070823262;species;9;Sapotaceae,,
251;Akatio;Gambeya africana;Gambeya;africana;C;2;569,4444444;NA;0,85647278;0,51;1,2;0,03;5638;1,04;492;473,08;11,45934959;3;2;60,6;NA;Vincyane;205;0,36;1200,6;5,856585366;akatio;Chrysophyllum;africanum;447,5;142;175,57692;0,609888889;0,070823262;species;9;Sapotaceae,,
252;Akatio;Gambeya africana;Gambeya;africana;C;3;480,5194805;NA;0,296257811;0,48;1,9;0,03;16273;3,28;1516;462,2;10,73416887;3;2;58,3;NA;Vincyane;370;0,77;1066,987;2,883748649;akatio;Chrysophyllum;africanum;447,5;142;109,61539;0,609888889;0,070823262;species;9;Sapotaceae,,
253;Kekele;Holoptelea grandis;Holoptelea;grandis;A;1;416,6270784;NA;0,510715428;0,29;2,2;0,02;12431;1,68;447;266,07;27,8098434;3;1;44,6;NA;Vincyane;1754;4,21;8236,786;4,69600114;kekele;Holoptelea;grandis;292,5973154;149;895,79486;0,594333333;0,070823262;species;3;Ulmaceae,,
254;Kekele;Holoptelea grandis;Holoptelea;grandis;A;2;309,5890411;NA;1,175005619;0,5;1,9;0,02;9870;1,6;470;293,75;21;3;1;44,8;NA;Vincyane;226;0,73;1592,963;7,04850885;kekele;Holoptelea;grandis;292,5973154;149;265,55127;0,594333333;0,070823262;species;3;Ulmaceae,,,
255;Kekele;Holoptelea grandis;Holoptelea;grandis;A;3;321,875;NA;0,698655696;0,31;1,6;0,02;11195;1,67;552;330,54;20,2807971;3;1;47,4;NA;Vincyane;309;0,96;1879,33;6,08197411;kekele;Holoptelea;grandis;292,5973154;149;215,88461;0,594333333;0,070823262;species;3;Ulmaceae,,
256;Kekele;Holoptelea grandis;Holoptelea;grandis;B;1;363,2352941;NA;0,176528603;0,54;1,1;0,02;6147;1,14;367;321,93;16,7493188;3;1;29,6;NA;Vincyane;988;2,72;3666,324;3,710854251;kekele;Holoptelea;grandis;292,5973154;149;174,41026;0,594333333;0,070823262;species;3;Ulmaceae,,
257;Kekele;Holoptelea grandis;Holoptelea;grandis;B;2;329,2887029;NA;0,36970972;0,69;1,1;0,03;6957;1,16;357;307,76;19,48739496;3;1;33,1;NA;Vincyane;787;2,39;2956,886;3,757161372;kekele;Holoptelea;grandis;292,5973154;149;290,96155;0,594333333;0,070823262;species;3;Ulmaceae,,
258;Kekele;Holoptelea grandis;Holoptelea;grandis;B;3;335,8974359;NA;0,148321145;0,78;1;0,03;7161;1,27;378;297,64;18,94444444;3;1;45,1;NA;Vincyane;1441;4,29;3516,22;2,440124913;kekele;Holoptelea;grandis;292,5973154;149;213,73077;0,594333333;0,070823262;species;3;Ulmaceae,,,
259;Kekele;Holoptelea grandis;Holoptelea;grandis;C;1;494,7368421;NA;1,016298404;0,49;1,3;0,03;4414;0,67;249;371,64;17,72690763;3;1;33,7;NA;Vincyane;188;0,38;1160,567;6,173228723;kekele;Holoptelea;grandis;292,5973154;149;191,0641;0,594333333;0,070823262;species;3;Ulmaceae,,
260;Kekele;Holoptelea grandis;Holoptelea;grandis;C;2;350;NA;0,423970348;0,45;0,9;0,02;5194;0,74;235;317,57;22,10212766;3;1;42,7;NA;Vincyane;287;0,82;1147,004;3,996529617;kekele;Holoptelea;grandis;292,5973154;149;121,67949;0,594333333;0,070823262;species;3;Ulmaceae,,,
261;Kekele;Holoptelea grandis;Holoptelea;grandis;C;3;382,6923077;NA;0,828630302;0,52;1,2;0,02;14856;2,26;672;297,35;22,10714286;3;1;44,6;NA;Vincyane;199;0,52;1227,938;6,170542714;kekele;Holoptelea;grandis;292,5973154;149;164,89743;0,594333333;0,070823262;species;3;Ulmaceae,,
262;Movingui;Distemonanthus benthamianus;Distemonanthus;benthamianus;A;1;13333,33333;NA;0,2697436;0,25;4,6;0,02;25300;3,3;1477;447,58;17,12931618;2;2;36,5;NA;Vincyane;400;0,03;1308,609;3,2715225;movingui;Distemonanthus;benthamianus;224,0550459;109;107,89744;0,604571429;0,070823262;species;14;Fabaceae,,
263;Movingui;Distemonanthus benthamianus;Distemonanthus;benthamianus;A;2;292,7272727;NA;0,293119919;0,25;4,6;0,01;24438;3;1412;470,67;17,30736544;2;2;37,7;NA;Vincyane;161;0,55;529,199;3,286950311;movingui;Distemonanthus;benthamianus;224,0550459;109;47,192307;0,604571429;0,070823262;species;14;Fabaceae,,,
264;Movingui;Distemonanthus benthamianus;Distemonanthus;benthamianus;A;3;1452,777778;NA;0,264548719;0,31;3,6;0,02;15386;1,26;797;632,54;19,30489335;2;2;44,5;NA;Vincyane;523;0,36;1701,627;3,25358891;movingui;Distemonanthus;benthamianus;224,0550459;109;138,35898;0,604571429;0,070823262;species;14;Fabaceae,,
265;Movingui;Distemonanthus benthamianus;Distemonanthus;benthamianus;B;1;386,2068966;NA;0,606188958;0,75;4,2;0,02;30785;5,05;1404;278,02;21,92663818;2;2;20,1;NA;Vincyane;336;0,87;1749,3;5,20625;movingui;Distemonanthus;benthamianus;224,0550459;109;203,67949;0,604571429;0,070823262;species;14;Fabaceae,,
266;Movingui;Distemonanthus benthamianus;Distemonanthus;benthamianus;B;2;384,0909091;NA;0,611022574;0,51;3,6;0,02;33453;5,85;1553;265,47;21,5408886;2;2;17,3;NA;Vincyane;338;0,88;1714,208;5,071621302;movingui;Distemonanthus;benthamianus;224,0550459;109;206,52563;0,604571429;0,070823262;species;14;Fabaceae,,
267;Movingui;Distemonanthus benthamianus;Distemonanthus;benthamianus;B;3;348,1481481;NA;0,425600124;0,7;3,3;0,02;34286;5,47;1399;255,76;24,50750536;2;2;23,4;NA;Vincyane;564;1,62;2645,881;4,691278369;movingui;Distemonanthus;benthamianus;224,0550459;109;240,03847;0,604571429;0,070823262;species;14;Fabaceae,,
268;Movingui;Distemonanthus benthamianus;Distemonanthus;benthamianus;C;1;483,3333333;NA;0,388720468;0,22;4,5;0,02;23848;4,22;1185;280,81;20,12489451;2;2;33,3;NA;Vincyane;203;0,42;737,365;3,632339901;movingui;Distemonanthus;benthamianus;224,0550459;109;78,910255;0,604571429;0,070823262;species;14;Fabaceae,,
269;Movingui;Distemonanthus benthamianus;Distemonanthus;benthamianus;C;2;464,4927536;NA;0,188127527;0,21;4,5;0,02;15359;2,14;645;301,4;23,8124031;2;2;34,9;NA;Vincyane;641;1,38;1918,005;2,992207488;movingui;Distemonanthus;benthamianus;224,0550459;109;120,589745;0,604571429;0,070823262;species;14;Fabaceae,,
270;Movingui;Distemonanthus benthamianus;Distemonanthus;benthamianus;C;3;493,5064935;NA;0,147975711;0,25;3,5;0,02;21069;3,21;983;306,23;21,43336724;2;2;34,4;NA;Vincyane;380;0,77;927,894;2,441826316;movingui;Distemonanthus;benthamianus;224,0550459;109;56,23077;0,604571429;0,070823262;species;14;Fabaceae,,
271;Pouo;Funtumia africana;Funtumia;africana;A;1;861,1111111;NA;0,256162116;0,43;0,7;0,02;5388;0,86;228;265,12;23,63157895;3;2;41,9;NA;Vincyane;155;0,18;439,235;2,833774194;pouo;Funtumia;africana;154,8490566;53;39,705128;0,424;0,070823262;species;3;Apocynaceae,,
272;Pouo;Funtumia africana;Funtumia;africana;A;2;535,5555556;NA;0,195233527;0,44;0,7;0,03;7795;1,35;323;239,26;24,13312693;3;2;47,7;NA;Vincyane;241;0,45;603,572;2,504448133;pouo;Funtumia;africana;154,8490566;53;47,05128;0,424;0,070823262;species;3;Apocynaceae,,
273;Pouo;Funtumia africana;Funtumia;africana;A;3;496,1538462;NA;0,297902984;0,45;0,7;0,04;5597;0,85;210;247,06;26,65238095;3;2;42,6;NA;Vincyane;258;0,52;838,224;3,248930233;pouo;Funtumia;africana;154,8490566;53;76,85897;0,424;0,070823262;species;3;Apocynaceae,,
274;Pouo;Funtumia africana;Funtumia;africana;B;1;475,4716981;NA;0,595136389;0,29;0,9;0,04;7383;1,67;370;221,56;19,95405405;3;2;49;NA;Vincyane;252;0,53;967,453;3,839099206;pouo;Funtumia;africana;154,8490566;53;149,97437;0,424;0,070823262;species;3;Apocynaceae,,,
275;Pouo;Funtumia africana;Funtumia;africana;B;2;469,3548387;NA;0,724777526;0,28;0,7;0,04;8993;1,83;586;320,22;15,34641638;3;2;58,4;NA;Vincyane;291;0,62;1299,709;4,466353952;pouo;Funtumia;africana;154,8490566;53;210,91026;0,424;0,070823262;species;3;Apocynaceae,,
276;Pouo;Funtumia africana;Funtumia;africana;B;3;388,7096774;NA;0,250718162;0,27;1,2;0,04;10799;2,5;740;296;14,59324324;3;2;61,6;NA;Vincyane;241;0,62;804,424;3,337858921;pouo;Funtumia;africana;154,8490566;53;60,423077;0,424;0,070823262;species;3;Apocynaceae,,,
277;Pouo;Funtumia africana;Funtumia;africana;C;1;425;NA;0,639182157;0,3;1;0,04;11244;2,25;728;323,56;15,44505495;3;2;61,7;NA;Vincyane;153;0,36;746,314;4,877869281;pouo;Funtumia;africana;154,8490566;53;97,79487;0,424;0,070823262;species;3;Apocynaceae,,,,
278;Pouo;Funtumia africana;Funtumia;africana;C;2;477,7777778;NA;0,428741814;0,3;1;0,04;12616;2,36;763;323,31;16,53473132;3;2;58,1;NA;Vincyane;86;0,18;364,846;4,242395349;pouo;Funtumia;africana;154,8490566;53;36,871796;0,424;0,070823262;species;3;Apocynaceae,,,
279;Pouo;Funtumia africana;Funtumia;africana;C;3;460,9756098;NA;0,432505767;0,36;0,8;0,03;7238;1,32;512;387,88;14,13671875;3;2;63,8;NA;Vincyane;189;0,41;674,885;3,570820106;pouo;Funtumia;africana;154,8490566;53;81,74359;0,424;0,070823262;species;3;Apocynaceae,,
280;Dede;Ficus exasperata;Ficus;exasperata;A;1;348,5148515;NA;0,933202216;0,37;1,4;0,06;5333;0,69;170;246,38;31,37058824;3;1;42,9;NA;Vincyane;352;1,01;2111,823;5,999497159;dede;Ficus;exasperata;259,7285714;70;328,48718;0,344;0,070823262;species;1;Moraceae,,
281;Dede;Ficus exasperata;Ficus;exasperata;A;2;427,6595745;NA;1,120678657;0,35;1,7;0,07;13178;1,96;411;209,69;32,06326034;3;1;41,4;NA;Vincyane;201;0,47;1175,667;5,849089552;dede;Ficus;exasperata;259,7285714;70;225,25641;0,344;0,070823262;species;1;Moraceae,,
282;Dede;Ficus exasperata;Ficus;exasperata;A;3;363,6363636;NA;2,163408167;0,32;1,7;0,05;6271;0,79;215;272,15;29,16744186;3;1;43;NA;Vincyane;240;0,66;2627,443;10,94767917;dede;Ficus;exasperata;259,7285714;70;519,21796;0,344;0,070823262;species;1;Moraceae,,,
283;Dede;Ficus exasperata;Ficus;exasperata;B;1;520;NA;1,525147949;0,47;1,5;0,04;7976;1,13;353;312,39;22,59490085;3;1;47;NA;Vincyane;78;0,15;634,329;8,132423077;dede;Ficus;exasperata;259,7285714;70;118,96154;0,344;0,070823262;species;1;Moraceae,,,,
284;Dede;Ficus exasperata;Ficus;exasperata;B;2;52;NA;2,584319615;0,46;1,5;0,07;9379;1,43;431;301,4;21,76102088;3;1;44,7;NA;Vincyane;26;0,5;346,964;13,34476923;dede;Ficus;exasperata;259,7285714;70;67,19231;0,344;0,070823262;species;1;Moraceae,,,
285;Dede;Ficus exasperata;Ficus;exasperata;B;3;307,2072072;NA;0,147755469;0,41;1,6;0,06;8759;1,9;581;305,79;15,0757315;3;1;44,1;NA;Vincyane;682;2,22;1262,523;1,851206745;dede;Ficus;exasperata;259,7285714;70;100,76923;0,344;0,070823262;species;1;Moraceae,,
286;Dede;Ficus exasperata;Ficus;exasperata;C;1;215,8415842;NA;0,632615872;0,59;1,7;0,06;4320;0,69;273;395,65;15,82417582;3;1;42,9;NA;Vincyane;218;1,01;965,915;4,430802752;dede;Ficus;exasperata;259,7285714;70;137,91026;0,344;0,070823262;species;1;Moraceae,,
287;Dede;Ficus exasperata;Ficus;exasperata;C;2;670,212766;NA;1,665282857;0,67;2,2;0,08;6303;1,96;359;183,16;17,55710306;3;1;41,4;NA;Vincyane;315;0,47;2571,115;8,162269841;dede;Ficus;exasperata;259,7285714;70;524,5641;0,344;0,070823262;species;1;Moraceae,,
288;Dede;Ficus exasperata;Ficus;exasperata;C;3;384,8484848;NA;1,699020748;0,67;1,9;0,08;7224;0,79;379;479,75;19,06068602;3;1;43;NA;Vincyane;254;0,66;2231,219;8,784326772;dede;Ficus;exasperata;259,7285714;70;431,55127;0,344;0,070823262;species;1;Moraceae,,,
289;Akossika;Scottellia coriacea;Scottellia;coriacea;A;1;239,4736842;NA;0,486475055;0,54;1,5;0,04;4902;1,07;464;433,64;10,56465517;3;2;55,9;NA;Vincyane;182;0,76;706,101;3,879675824;akossika.petites.feuilles;Scottellia;klaineana;365,0990099;101;88,53846;0,57575;0,070823262;species;8;Achariaceae,,
290;Akossika;Scottellia coriacea;Scottellia;coriacea;A;2;448,75;NA;0,49646454;0,6;1,5;0,04;4336;1,14;501;439,47;8,654690619;3;2;48,2;NA;Vincyane;359;0,8;1509,02;4,203398329;akossika.petites.feuilles;Scottellia;klaineana;365,0990099;101;178,23077;0,57575;0,070823262;species;8;Achariaceae,,
291;Akossika;Scottellia coriacea;Scottellia;coriacea;A;3;509,2105263;NA;0,353905762;0,42;1,6;0,04;5408;1,27;551;433,86;9,814882033;3;2;64,5;NA;Vincyane;387;0,76;1466,484;3,789364341;akossika.petites.feuilles;Scottellia;klaineana;365,0990099;101;136,96153;0,57575;0,070823262;species;8;Achariaceae,,
292;Akossika;Scottellia coriacea;Scottellia;coriacea;B;1;602,6315789;NA;0,868715721;0,5;0,9;0,04;4013;1;470;470;8,538297872;3;2;47;NA;Vincyane;229;0,38;1471,915;6,427576419;akossika.petites.feuilles;Scottellia;klaineana;365,0990099;101;198,9359;0,57575;0,070823262;species;8;Achariaceae,,,,,
293;Akossika;Scottellia coriacea;Scottellia;coriacea;B;2;516;NA;0,553667287;0,6;1,2;0,06;4575;1,1;515;468,18;8,883495146;3;2;50,7;NA;Vincyane;129;0,25;623,695;4,834844961;akossika.petites.feuilles;Scottellia;klaineana;365,0990099;101;71,42308;0,57575;0,070823262;species;8;Achariaceae,,,
294;Akossika;Scottellia coriacea;Scottellia;coriacea;B;3;531,25;NA;0,416591255;0,52;1,4;0,03;4006;0,84;467;555,95;8,578158458;3;2;38,8;NA;Vincyane;255;0,48;1006,193;3,945854902;akossika.petites.feuilles;Scottellia;klaineana;365,0990099;101;106,23077;0,57575;0,070823262;species;8;Achariaceae,,
295;Akossika;Scottellia coriacea;Scottellia;coriacea;C;1;461,7391304;NA;0,38637791;0,74;0,7;0,05;5156;1,28;560;437,5;9,207142857;3;2;54,3;NA;Vincyane;531;1,15;2154,441;4,057327684;akossika.petites.feuilles;Scottellia;klaineana;365,0990099;101;205,16667;0,57575;0,070823262;species;8;Achariaceae,,
296;Akossika;Scottellia coriacea;Scottellia;coriacea;C;2;450;NA;0,347017887;0,57;0,6;0,02;4015;1,05;494;470,48;8,127530364;3;2;48,4;NA;Vincyane;549;1,22;2039,642;3,7151949;akossika.petites.feuilles;Scottellia;klaineana;365,0990099;101;190,51282;0,57575;0,070823262;species;8;Achariaceae,,,
297;Akossika;Scottellia coriacea;Scottellia;coriacea;C;3;459,6638655;NA;0,445131956;0,55;0,7;0,03;4886;1,25;585;468;8,352136752;3;2;52,3;NA;Vincyane;547;1,19;2279,693;4,167628885;akossika.petites.feuilles;Scottellia;klaineana;365,0990099;101;243,48718;0,57575;0,070823262;species;8;Achariaceae,,,
298;Aboudikro;Entandrophragma cylindricum;Entandrophragma;cylindricum;A;1;412,5;NA;0,860139848;0,4;2,2;0,04;33918;6,93;1638;236,36;20,70695971;2;1;34,8;NA;Vincyane;33;0,08;185;5,606060606;aboudikro;Entandrophragma;cylindricum;430,7325581;86;28,384615;0,5715;0,070823262;species;16;Meliaceae,,,
299;Aboudikro;Entandrophragma cylindricum;Entandrophragma;cylindricum;A;2;408,5714286;NA;0,574412797;0,37;13,6;0,04;54778;14,16;5783;408,4;9,472246239;2;1;47;NA;Vincyane;143;0,35;722,068;5,049426573;aboudikro;Entandrophragma;cylindricum;430,7325581;86;82,14103;0,5715;0,070823262;species;16;Meliaceae,,,
300;Aboudikro;Entandrophragma cylindricum;Entandrophragma;cylindricum;A;3;350,4504505;NA;0,548579512;0,4;5,3;0,04;38508;9,15;3660;400;10,52131148;2;1;60,4;NA;Vincyane;389;1,11;1769,145;4,547930591;aboudikro;Entandrophragma;cylindricum;430,7325581;86;213,39743;0,5715;0,070823262;species;16;Meliaceae,,,
301;Aboudikro;Entandrophragma cylindricum;Entandrophragma;cylindricum;B;1;506,6666667;NA;0,427631579;0,97;5,9;0,04;79224;20,67;8738;422,74;9,066605631;2;1;69,3;NA;Vincyane;76;0,15;329,574;4,3365;aboudikro;Entandrophragma;cylindricum;430,7325581;86;32,5;0,5715;0,070823262;species;16;Meliaceae,,
302;Aboudikro;Entandrophragma cylindricum;Entandrophragma;cylindricum;B;2;355,1724138;NA;1,154966408;0,85;13,5;0,04;38516;10,23;4475;437,44;8,606927374;2;1;69;NA;Vincyane;103;0,29;669,307;6,498126214;aboudikro;Entandrophragma;cylindricum;430,7325581;86;118,96154;0,5715;0,070823262;species;16;Meliaceae,,,
303;Aboudikro;Entandrophragma cylindricum;Entandrophragma;cylindricum;B;3;435,7142857;NA;0,634930656;0,7;8,9;0,04;68469;19,28;8034;416,7;8,52240478;2;1;69,7;NA;Vincyane;61;0,14;279,086;4,575180328;aboudikro;Entandrophragma;cylindricum;430,7325581;86;38,73077;0,5715;0,070823262;species;16;Meliaceae,,
304;Aboudikro;Entandrophragma cylindricum;Entandrophragma;cylindricum;C;1;396,6666667;NA;0,197909941;0,45;11,4;0,03;66370;12,18;4669;383,33;14,21503534;2;1;64,3;NA;Vincyane;238;0,6;749,847;3,150617647;aboudikro;Entandrophragma;cylindricum;430,7325581;86;47,102566;0,5715;0,070823262;species;16;Meliaceae,,
305;Aboudikro;Entandrophragma cylindricum;Entandrophragma;cylindricum;C;2;376,4705882;NA;0,100280453;0,52;15,3;0,03;138838;27,12;10915;402,47;12,71992671;2;1;64,2;NA;Vincyane;640;1,7;1368,291;2,137954688;aboudikro;Entandrophragma;cylindricum;430,7325581;86;64,17949;0,5715;0,070823262;species;16;Meliaceae,,
306;Aboudikro;Entandrophragma cylindricum;Entandrophragma;cylindricum;C;3;397,9166667;NA;0,266747225;0,5;13,5;0,03;116080;21;8325;396,43;13,94354354;2;1;60;NA;Vincyane;191;0,48;697,659;3,652664921;aboudikro;Entandrophragma;cylindricum;430,7325581;86;50,94872;0,5715;0,070823262;species;16;Meliaceae,,,,
307;Asan;Celtis zenkeri;Celtis;zenkeri;A;1;432,5581395;NA;0,783705511;0,46;0,6;0,02;3860;0,61;133;218,03;29,02255639;3;1;31,7;NA;Vincyane;372;0,86;1781,906;4,790069892;asan;Celtis;zenkeri;304,5372849;523;291,53845;0,6085;0,070823262;species;6;Cannabaceae,,
308;Asan;Celtis zenkeri;Celtis;zenkeri;A;2;2300;NA;1,371516196;0,46;0,7;0,04;4035;0,63;123;195,24;32,80487805;3;1;23,3;NA;Vincyane;46;0,02;271,528;5,902782609;asan;Celtis;zenkeri;304,5372849;523;63,089745;0,6085;0,070823262;species;6;Cannabaceae,,,
309;Asan;Celtis zenkeri;Celtis;zenkeri;A;3;548,7179487;NA;1,22049486;0,37;0,5;0,02;5100;0,89;183;205,62;27,86885246;3;1;28,9;NA;Vincyane;428;0,78;2624,302;6,131546729;asan;Celtis;zenkeri;304,5372849;523;522,3718;0,6085;0,070823262;species;6;Cannabaceae,,
310;Asan;Celtis zenkeri;Celtis;zenkeri;B;1;503,8461538;NA;0,829369771;0,52;0,5;0,03;3803;0,67;176;262,69;21,60795455;3;1;41,1;NA;Vincyane;262;0,52;1141,998;4,358770992;asan;Celtis;zenkeri;304,5372849;523;217,29488;0,6085;0,070823262;species;6;Cannabaceae,,
311;Asan;Celtis zenkeri;Celtis;zenkeri;B;2;720;NA;0,638414028;0,61;0,7;0,04;5078;0,93;238;255,91;21,33613445;3;1;42;NA;Vincyane;432;0,6;1630,755;3,774895833;asan;Celtis;zenkeri;304,5372849;523;275,79486;0,6085;0,070823262;species;6;Cannabaceae,,,,
312;Asan;Celtis zenkeri;Celtis;zenkeri;B;3;781,25;NA;0,738307693;0,62;0,7;0,04;6091;1,1;272;247,27;22,39338235;3;1;42,2;NA;Vincyane;750;0,96;2680,008;3,573344;asan;Celtis;zenkeri;304,5372849;523;553,73077;0,6085;0,070823262;species;6;Cannabaceae,,
313;Asan;Celtis zenkeri;Celtis;zenkeri;C;1;680,4347826;NA;0,466453674;0,49;0,7;0,04;4125;0,67;346;516,42;11,92196532;3;1;44;NA;Vincyane;313;0,46;1008,091;3,220738019;asan;Celtis;zenkeri;304,5372849;523;146;0,6085;0,070823262;species;6;Cannabaceae,,,,
314;Asan;Celtis zenkeri;Celtis;zenkeri;C;2;561,4457831;NA;0,505199742;0,5;0,6;0,03;2777;0,4;116;290;23,93965517;3;1;34,7;NA;Vincyane;466;0,83;1580,939;3,392572961;asan;Celtis;zenkeri;304,5372849;523;235,42308;0,6085;0,070823262;species;6;Cannabaceae,,,
315;Asan;Celtis zenkeri;Celtis;zenkeri;C;3;583,1632653;NA;0,307625022;0,45;0,6;0,03;2162;0,34;157;461,76;13,77070064;3;1;40,4;NA;Vincyane;1143;1,96;3298,14;2,885511811;asan;Celtis;zenkeri;304,5372849;523;351,6154;0,6085;0,070823262;species;6;Cannabaceae,,
316;Iroko;Milicia excelsa;Milicia;excelsa;A;1;638,0952381;NA;1,369275398;0,61;2,7;0,03;12263;1,28;726;567,19;16,89118457;3;1;34,7;NA;Vincyane;402;0,63;5847,105;14,54503731;iroko;Milicia;excelsa;404,6593407;91;550,44871;0,57444;0,070823262;species;25;Moraceae,,
317;Iroko;Milicia excelsa;Milicia;excelsa;A;2;186,6666667;NA;1,573565357;0,48;3,8;0,03;13592;1,64;837;510,37;16,23894863;3;1;34,4;NA;Vincyane;84;0,45;910,781;10,84263095;iroko;Milicia;excelsa;404,6593407;91;132,17949;0,57444;0,070823262;species;25;Moraceae,,
318;Iroko;Milicia excelsa;Milicia;excelsa;A;3;545,7831325;NA;0,449934901;0,44;4,7;0,04;18029;2,71;1188;438,38;15,17592593;3;1;36,4;NA;Vincyane;453;0,83;2508,767;5,538116998;iroko;Milicia;excelsa;404,6593407;91;203,82051;0,57444;0,070823262;species;25;Moraceae,,
319;Iroko;Milicia excelsa;Milicia;excelsa;B;1;314,4927536;NA;0,330438387;0,33;2,5;0,05;17011;3,25;1128;347,08;15,08067376;3;1;38,6;NA;Vincyane;217;0,69;1044,099;4,811516129;iroko;Milicia;excelsa;404,6593407;91;71,70513;0,57444;0,070823262;species;25;Moraceae,,
320;Iroko;Milicia excelsa;Milicia;excelsa;B;2;373,3333333;NA;0,168072985;0,3;2,8;0,06;12672;3,7;1003;271,08;12,63409771;3;1;43,2;NA;Vincyane;392;1,05;798,928;2,038081633;iroko;Milicia;excelsa;404,6593407;91;65,88461;0,57444;0,070823262;species;25;Moraceae,,
321;Iroko;Milicia excelsa;Milicia;excelsa;B;3;327,027027;NA;0,249134711;0,4;3,2;0,06;15283;3,54;1170;330,51;13,06239316;3;1;38,7;NA;Vincyane;363;1,11;1274,793;3,511826446;iroko;Milicia;excelsa;404,6593407;91;90,4359;0,57444;0,070823262;species;25;Moraceae,,
322;Iroko;Milicia excelsa;Milicia;excelsa;C;1;332,5;NA;0,472431068;0,4;5,7;0,03;8937;3,13;992;316,93;9,009072581;3;1;49;NA;Vincyane;133;0,4;607,58;4,568270677;iroko;Milicia;excelsa;404,6593407;91;62,833332;0,57444;0,070823262;species;25;Moraceae,,,
323;Iroko;Milicia excelsa;Milicia;excelsa;C;2;371,0526316;NA;0,519821773;0,56;5,2;0,04;10824;3,52;1125;319,6;9,621333333;3;1;47,9;NA;Vincyane;141;0,38;702,779;4,984248227;iroko;Milicia;excelsa;404,6593407;91;73,29487;0,57444;0,070823262;species;25;Moraceae,,
324;Iroko;Milicia excelsa;Milicia;excelsa;C;3;350;NA;0,451381948;0,64;5,4;0,04;9533;2,58;658;255,04;14,48784195;3;1;44,2;NA;Vincyane;154;0,44;663,646;4,30938961;iroko;Milicia;excelsa;404,6593407;91;69,51282;0,57444;0,070823262;species;25;Moraceae,,,
325;Difou;Morus mesozygia;Morus;mesozygia;A;1;822,5;NA;0,552918723;0,46;1,8;0,02;3426;0,65;244;375,38;14,04098361;3;1;37,3;NA;Vincyane;329;0,4;1696,523;5,156604863;difou;Morus;mesozygia;265,6451613;62;181,91026;0,723555556;0,070823262;species;9;Moraceae,,
